질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
출장이 끝나면 출장 결과를 따로 보고해야 하나요?,,"출장이 끝난 후에는 지체 없이 출장복명서를 소속장에게 제출해야 합니다. 다만, 용무의 성질이 경미한 경우에는 구두로 결과보고를 할 수 있습니다.",,복무규정_0025,복무규정 제10조 [복무규정_0025],"1. 복무규정_0025 (복무규정)
2. 복무규정_0024 (복무규정)
3. 여비규정_0008 (여비규정)
4. 여비규정_0020 (여비규정)
5. 복무규정_0014 (복무규정)
6. 복무규정_0015 (복무규정)","복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0026 (chunk_no=26)
복무규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)",4.885,1.189,6.078
육아기 근로시간 단축을 사용하면 일주일에 몇 시간까지 근무할 수 있나요?,,"육아기 근로시간 단축을 허용받은 경우, 단축 후 근로시간은 주당 15시간 이상이어야 하며 35시간을 초과할 수 없습니다.",,복무규정_0056,복무규정 제19조의4 [복무규정_0056],"1. 복무규정_0054 (복무규정)
2. 복무규정_0056 (복무규정)
3. 복무규정_0057 (복무규정)
4. 복무규정_0051 (복무규정)
5. 복무규정_0055 (복무규정)
6. 복무규정_0059 (복무규정)","복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0050 (chunk_no=50)
복무규정_0051 (chunk_no=51)
복무규정_0052 (chunk_no=52)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)",3.499,1.25,4.751
표창을 받으면 승진평정에서 가점을 받을 수 있나요?,,"표창을 받으면 승진평정에서 가점을 받을 수 있습니다. 다만, 표창은 근무성적평정 기준일 이전에 받은 것에 한하며, 소속장의 추천이 없는 표창이나 감사장(패)을 받은 경우, 징계규칙에 따라 감경을 받은 표창은 가점으로 반영되지 않습니다.",,승진임용규칙_0050|승진임용규칙_0048,승진임용규칙 제16조 [승진임용규칙_0050],"1. 승진임용규칙_0050 (승진임용규칙)
2. 승진임용규칙_0048 (승진임용규칙)
3. 승진임용규칙_0049 (승진임용규칙)
4. 인사규정_0060 (인사규정)
5. 인사규정_0118 (인사규정)
6. 승진임용규칙_0076 (승진임용규칙)","승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0117 (chunk_no=117)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)",3.872,1.453,5.329
징계를 받으면 승진할 때 점수가 깎이나요?,,"징계를 받은 경우, 해당 직급에서 점수가 감점으로 평정됩니다. 감점의 구체적인 점수는 징계의 종류에 따라 다르며, 예를 들어 경고는 0.2점, 정직 1월은 2.5점이 감점됩니다.",,승진임용규칙_0051,승진임용규칙 제17조 [승진임용규칙_0051],"1. 승진임용규칙_0051 (승진임용규칙)
2. 인사규정_0050 (인사규정)
3. 인사규정_0051 (인사규정)
4. 인사규정_0052 (인사규정)
5. 인사규정_0098 (인사규정)
6. 승진임용규칙_0048 (승진임용규칙)","승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0052 (chunk_no=52)
인사규정_0053 (chunk_no=53)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)",3.905,1.397,5.305
사내강사로 강의한 시간도 승진에 필요한 교육시간으로 인정되나요?,,사내강사로서 강의 실적이 있는 경우에는 해당 시간에 상응하는 시간을 교육이수시간으로 인정합니다.,,승진임용규칙_0036,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0036 (승진임용규칙)
2. 승진임용규칙_0037 (승진임용규칙)
3. 승진임용규칙_0038 (승진임용규칙)
4. 승진임용규칙_0033 (승진임용규칙)
5. 승진임용규칙_0034 (승진임용규칙)
6. 승진임용규칙_0067 (승진임용규칙)","승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0066 (chunk_no=66)
승진임용규칙_0067 (chunk_no=67)
승진임용규칙_0068 (chunk_no=68)",3.647,1.007,4.656
국토정보직 3급 시험승진은 어떤 절차로 진행되나요?,,"국토정보직 3급 시험승진은 다음과 같은 절차로 진행됩니다:

1단계: 시험성적(70%) + 근무성적평정 점수(30%)를 합산하여 3배수 결정.
2단계: 3배수 이내에서 다면평가를 실시하여 Pass 또는 Fail 결정.
3단계: 1배수 대상 임원면접을 실시하여 Pass 또는 Fail 결정.",,승진임용규칙_0075,,"1. 승진임용규칙_0016 (승진임용규칙)
2. 승진임용규칙_0077 (승진임용규칙)
3. 승진임용규칙_0018 (승진임용규칙)
4. 승진임용규칙_0017 (승진임용규칙)
5. 승진임용규칙_0078 (승진임용규칙)
6. 승진임용규칙_0019 (승진임용규칙)","승진임용규칙_0015 (chunk_no=15)
승진임용규칙_0016 (chunk_no=16)
승진임용규칙_0017 (chunk_no=17)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
승진임용규칙_0078 (chunk_no=78)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)",3.651,1.868,5.522
출장으로 쌓인 항공마일리지는 다음 출장 때 사용해야 하나요?,,공무상 여행으로 적립한 항공마일리지는 다음 출장 때 우선적으로 사용해야 합니다.,,여비규정_0015,여비규정 제9조 [여비규정_0015],"1. 여비규정_0015 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0026 (여비규정)
4. 여비규정_0020 (여비규정)
5. 여비규정_0008 (여비규정)
6. 여비규정_0016 (여비규정)","여비규정_0014 (chunk_no=14)
여비규정_0015 (chunk_no=15)
여비규정_0016 (chunk_no=16)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0017 (chunk_no=17)",3.795,1.202,5.005
같은 지역에 장기간 출장하면 일비가 줄어드나요?,,"같은 곳에 장기간 체재하는 경우, 일비는 도착한 다음날부터 기산하여 15일을 초과한 경우 초과일수에 대해 정액의 10분의 1이 감액되며, 30일을 초과하면 10분의 2, 60일을 초과하면 10분의 3이 감액됩니다.",,여비규정_0019|여비규정_0020,여비규정 제11조 [여비규정_0019],"1. 여비규정_0019 (여비규정)
2. 여비규정_0020 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0005 (여비규정)
5. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
6. 여비규정_0021 (여비규정)","여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
여비규정_0022 (chunk_no=22)",3.686,1.663,5.352
전보로 다른 지역에 이사하면 이사비용을 지원받을 수 있나요?,,"전보로 다른 지역에 이사하는 경우, 부임여비를 지급받는 자는 신임지로 거주지와 이사 화물을 이전한 경우에 이전비를 지급받을 수 있습니다. 따라서 이사비용을 지원받을 수 있습니다.",,여비규정_0025,여비규정 제14조 [여비규정_0025],"1. 여비규정_0026 (여비규정)
2. 여비규정_0025 (여비규정)
3. 여비규정_0027 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0056 (여비규정)
6. 여비규정_0024 (여비규정)","여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0024 (chunk_no=24)
여비규정_0028 (chunk_no=28)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)
여비규정_0023 (chunk_no=23)",3.717,1.489,5.209
외부기관에서 출장비를 일부 지원받으면 회사 출장비도 전액 받을 수 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 여비규정_0023 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0022 (여비규정)
4. 여비규정_0046 (여비규정)
5. 여비규정_0021 (여비규정)
6. 여비규정_0033 (여비규정)","여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0024 (chunk_no=24)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0021 (chunk_no=21)
여비규정_0045 (chunk_no=45)
여비규정_0046 (chunk_no=46)
여비규정_0047 (chunk_no=47)
여비규정_0020 (chunk_no=20)
여비규정_0032 (chunk_no=32)",3.732,1.092,4.828
연도 중간에 입사하면 다음 해 연차는 어떻게 계산되나요?,,회계연도 중 입사자에 대해서는 다음 연도에 발생하는 연차휴가 일수는 회계연도별로 부여된 연차일수와 전년도 근속기간에 비례하여 부여된 연차일수를 합산하여 산출합니다.,,연차_휴가에_관한_예규_0009,연차_휴가에_관한_예규 제4조의2 [연차_휴가에_관한_예규_0009],"1. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
2. 급여규정_0074 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0104 (인사규정)
5. 급여규정_0144 (급여규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
연차_휴가에_관한_예규_0007 (chunk_no=7)",3.628,1.378,5.011
육아휴직을 사용한 기간도 연차 계산할 때 출근한 것으로 보나요?,,육아휴직 기간은 연차휴가일수 산정 시 출근한 것으로 간주됩니다.,,연차_휴가에_관한_예규_0016,연차_휴가에_관한_예규 제6조 [연차_휴가에_관한_예규_0016],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0011 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)",3.688,0.995,4.685
근속연수가 늘어나면 연차는 최대 며칠까지 받을 수 있나요?,,"근속연수가 25년 이상인 경우, 연차휴가는 최대 25일까지 부여됩니다.",,연차_휴가에_관한_예규_0030,연차_휴가에_관한_예규 별표 1 - 근속년수별 연차휴가일수 산정(제4조제4항 관련) [연차_휴가에_관한_예규_0030],"1. 연차_휴가에_관한_예규_0030 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0007 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0003 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0006 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0029 (chunk_no=29)
연차_휴가에_관한_예규_0030 (chunk_no=30)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0002 (chunk_no=2)
연차_휴가에_관한_예규_0003 (chunk_no=3)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)",3.67,1.886,5.559
퇴직할 때 입사일 기준 연차보다 적게 부여받았다면 보상받을 수 있나요?,,제공된 문서만으로는 확인하기 어렵습니다.,,,,"1. 급여규정_0074 (급여규정)
2. 급여규정_0144 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 급여규정_0156 (급여규정)
5. 급여규정_0087 (급여규정)
6. 급여규정_0093 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
급여규정_0086 (chunk_no=86)
급여규정_0087 (chunk_no=87)
급여규정_0088 (chunk_no=88)
급여규정_0092 (chunk_no=92)
급여규정_0093 (chunk_no=93)
급여규정_0094 (chunk_no=94)",3.666,0.73,4.4
신입 직원은 수습기간이 얼마나 되나요?,,"신입 직원의 수습기간은 3개월입니다. 다만, 인사운영상 불가피한 경우와 채용형인턴을 통해 입사하거나 해당 분야 경력을 인정받아 채용되는 자는 수습기간을 두지 않거나 그 기간을 단축할 수 있습니다.",,인사규정_0039,인사규정 제16조 [인사규정_0039],"1. 인사규정_0039 (인사규정)
2. 인사규정_0040 (인사규정)
3. 인사규정_0179 (인사규정)
4. 인사규정_0105 (인사규정)
5. 인사규정_0183 (인사규정)
6. 인사규정_0097 (인사규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0106 (chunk_no=106)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0184 (chunk_no=184)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)",3.645,1.307,4.955
직원의 정년은 몇 살인가요?,,직원의 정년은 60세입니다.,,인사규정_0103,인사규정 제45조 [인사규정_0103],"1. 인사규정_0104 (인사규정)
2. 인사규정_0103 (인사규정)
3. 급여규정_0141 (급여규정)
4. 인사규정_0078 (인사규정)
5. 인사규정_0111 (인사규정)
6. 급여규정_0074 (급여규정)","인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0102 (chunk_no=102)
급여규정_0140 (chunk_no=140)
급여규정_0141 (chunk_no=141)
급여규정_0142 (chunk_no=142)
인사규정_0077 (chunk_no=77)
인사규정_0078 (chunk_no=78)
인사규정_0079 (chunk_no=79)
인사규정_0110 (chunk_no=110)
인사규정_0111 (chunk_no=111)
인사규정_0112 (chunk_no=112)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)",3.697,0.884,4.584
출산휴가와 육아휴직을 한 번에 같이 신청할 수 있나요?,,여성직원은 출산휴가와 육아휴직을 연계하여 동시에 신청할 수 있습니다.,,인사규정_0091,인사규정 제39조 [인사규정_0091],"1. 인사규정_0091 (인사규정)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 복무규정_0055 (복무규정)
4. 복무규정_0045 (복무규정)
5. 인사규정_0090 (인사규정)
6. 복무규정_0041 (복무규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0044 (chunk_no=44)
복무규정_0045 (chunk_no=45)
복무규정_0046 (chunk_no=46)
인사규정_0089 (chunk_no=89)
복무규정_0040 (chunk_no=40)
복무규정_0041 (chunk_no=41)
복무규정_0042 (chunk_no=42)",3.744,1.011,4.759
담당자가 직무를 수행할 수 없거나 자리가 비어 있으면 누가 대신하나요?,,직무를 수행할 수 없는 사고가 발생한 경우나 결원이 있는 경우에는 차하위 직급자가 직무를 대리할 수 있습니다.,,인사규정_0064,인사규정 제25조 [인사규정_0064],"1. 인사규정_0064 (인사규정)
2. 인사규정_0069 (인사규정)
3. 복무규정_0024 (복무규정)
4. 인사규정_0098 (인사규정)
5. 복무규정_0015 (복무규정)
6. 인사규정_0061 (인사규정)","인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)
인사규정_0065 (chunk_no=65)
인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)",3.926,1.061,4.991
