질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
회사에서 사용할 수 있는 휴가에는 어떤 종류가 있나요?,,"회사는 연차휴가, 병가, 공가 및 특별휴가로 구분된 휴가를 제공합니다.",,복무규정_0030,복무규정 제13조 [복무규정_0030],"1. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
7. 복무규정_0041 (복무규정)
8. 복무규정_0029 (복무규정)
9. 복무규정_0034 (복무규정)
10. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)
복무규정_0040 (chunk_no=40)
복무규정_0041 (chunk_no=41)
복무규정_0042 (chunk_no=42)
복무규정_0028 (chunk_no=28)
복무규정_0029 (chunk_no=29)
복무규정_0030 (chunk_no=30)
복무규정_0033 (chunk_no=33)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)",3.678,1.06,4.743
승진후보자 순위는 어떤 기준으로 정해지나요?,,"승진후보자 순위는 다음 기준에 따라 정해집니다: 1) 국토정보직 3급의 경우, 동점 순위자는 논술시험 점수 상위자, 최근 1년간의 근무성적평정 점수 상위자에 따라 결정됩니다. 2) 국토정보직 4급의 경우, 동점 순위자는 근무성적평정 점수 상위자에 따라 결정됩니다. 3) 관리자급 직원의 경우, 승진후보자 명부는 역량평가 70점, 개인업적평가 30점으로 작성됩니다. 4) 3급 이하 직원의 경우, 근무성적평정 70점, 경력평정 30점으로 작성됩니다.",,승진임용규칙_0019|승진임용규칙_0013|승진임용규칙_0002|승진임용규칙_0005,"승진임용규칙 제5조 [승진임용규칙_0019]
승진임용규칙 제4조 [승진임용규칙_0013]
승진임용규칙 제2조 [승진임용규칙_0002]
승진임용규칙 제3조 [승진임용규칙_0005]","1. 승진임용규칙_0019 (승진임용규칙)
2. 승진임용규칙_0013 (승진임용규칙)
3. 승진임용규칙_0052 (승진임용규칙)
4. 인사규정_0043 (인사규정)
5. 인사규정_0044 (인사규정)
6. 승진임용규칙_0075 (승진임용규칙)
7. 승진임용규칙_0025 (승진임용규칙)
8. 승진임용규칙_0040 (승진임용규칙)
9. 승진임용규칙_0003 (승진임용규칙)
10. 승진임용규칙_0006 (승진임용규칙)","승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)
승진임용규칙_0012 (chunk_no=12)
승진임용규칙_0013 (chunk_no=13)
승진임용규칙_0014 (chunk_no=14)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
승진임용규칙_0053 (chunk_no=53)
인사규정_0042 (chunk_no=42)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
승진임용규칙_0074 (chunk_no=74)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0024 (chunk_no=24)
승진임용규칙_0025 (chunk_no=25)
승진임용규칙_0026 (chunk_no=26)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0040 (chunk_no=40)
승진임용규칙_0041 (chunk_no=41)
승진임용규칙_0002 (chunk_no=2)
승진임용규칙_0003 (chunk_no=3)
승진임용규칙_0004 (chunk_no=4)
승진임용규칙_0005 (chunk_no=5)
승진임용규칙_0006 (chunk_no=6)
승진임용규칙_0007 (chunk_no=7)",3.732,2.727,6.464
자격증이 있으면 승진할 때 가점을 받을 수 있나요?,,"네, 자격증이 있으면 승진할 때 가점을 받을 수 있습니다. 직무에 필요한 자격증 소지자는 별표 2의 구분에 따라 직렬별로 가점이 부여됩니다.",,승진임용규칙_0049|승진임용규칙_0076,"승진임용규칙 제16조 [승진임용규칙_0049]
승진임용규칙 별표 2 - 자격별 가점표 (제16조제2항 관련) [승진임용규칙_0076]","1. 승진임용규칙_0049 (승진임용규칙)
2. 승진임용규칙_0076 (승진임용규칙)
3. 인사규정_0060 (인사규정)
4. 인사규정_0044 (인사규정)
5. 인사규정_0182 (인사규정)
6. 인사규정_0048 (인사규정)
7. 인사규정_0179 (인사규정)
8. 인사규정_0181 (인사규정)
9. 승진임용규칙_0048 (승진임용규칙)
10. 인사규정_0183 (인사규정)","승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0043 (chunk_no=43)
인사규정_0044 (chunk_no=44)
인사규정_0045 (chunk_no=45)
인사규정_0181 (chunk_no=181)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0047 (chunk_no=47)
인사규정_0048 (chunk_no=48)
인사규정_0049 (chunk_no=49)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
승진임용규칙_0047 (chunk_no=47)
인사규정_0184 (chunk_no=184)",3.71,1.464,5.181
항공편으로 출장하는 경우 숙박비도 지급되나요?,,"항공여행의 경우에는 숙박비가 지급되지 않습니다. 다만, 천재지변이나 그 밖의 부득이한 사유로 육지에서 숙박할 필요가 있는 경우에는 숙박비가 지급될 수 있습니다.",,여비규정_0018,여비규정 제10조 [여비규정_0018],"1. 여비규정_0018 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0013 (여비규정)
5. 여비규정_0017 (여비규정)
6. 여비규정_0033 (여비규정)
7. 여비규정_0028 (여비규정)
8. 여비규정_0026 (여비규정)
9. 여비규정_0022 (여비규정)
10. 여비규정_0008 (여비규정)","여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0012 (chunk_no=12)
여비규정_0013 (chunk_no=13)
여비규정_0014 (chunk_no=14)
여비규정_0016 (chunk_no=16)
여비규정_0032 (chunk_no=32)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
여비규정_0029 (chunk_no=29)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0021 (chunk_no=21)
여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)",3.519,1.526,5.048
집에서 출장지로 바로 출발해도 여비를 받을 수 있나요?,,"근무지 또는 출장지 외의 곳에 거주하는 경우, 그 거주지로부터 목적지까지 직접 여행하는 경우에는 여비를 지급받을 수 있습니다. 다만, 지급되는 여비는 근무지 또는 출장지로부터 목적지까지의 여비를 초과할 수 없습니다.",,여비규정_0005,여비규정 제4조 [여비규정_0005],"1. 여비규정_0005 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0038 (여비규정)
4. 여비규정_0033 (여비규정)
5. 여비규정_0018 (여비규정)
6. 여비규정_0026 (여비규정)
7. 여비규정_0008 (여비규정)
8. 여비규정_0027 (여비규정)
9. 여비규정_0025 (여비규정)
10. 여비규정_0028 (여비규정)","여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0037 (chunk_no=37)
여비규정_0038 (chunk_no=38)
여비규정_0039 (chunk_no=39)
여비규정_0032 (chunk_no=32)
여비규정_0017 (chunk_no=17)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0028 (chunk_no=28)
여비규정_0024 (chunk_no=24)
여비규정_0029 (chunk_no=29)",3.433,1.516,4.951
연차를 신청하면 무조건 사용할 수 있나요?,,"연차휴가는 본인의 자유의사에 따라 사용 가능하지만, 소속장은 업무상 특별한 지장이 없는 한 허가해야 합니다. 만약 부득이한 사유로 휴가원을 허가할 수 없을 경우, 그 시기를 변경할 수 있습니다.",,연차_휴가에_관한_예규_0022|연차_휴가에_관한_예규_0024,연차_휴가에_관한_예규 제7조 [연차_휴가에_관한_예규_0022],"1. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0019 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0025 (연차_휴가에_관한_예규)
7. 연차_휴가에_관한_예규_0007 (연차_휴가에_관한_예규)
8. 복무규정_0035 (복무규정)
9. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
10. 연차_휴가에_관한_예규_0006 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
연차_휴가에_관한_예규_0026 (chunk_no=26)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)",3.456,1.643,5.104
연차 기간에 휴일이 포함되면 그날도 연차에서 차감되나요?,,연차 기간 중의 휴일은 휴가일수에 산입되지 않습니다. 따라서 휴일이 포함된 경우 그날은 연차에서 차감되지 않습니다.,,검색 문서 8 | chunk_id: 연차_휴가에_관한_예규_0023,,"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0023 (연차_휴가에_관한_예규)
4. 복무규정_0035 (복무규정)
5. 연차_휴가에_관한_예규_0015 (연차_휴가에_관한_예규)
6. 복무규정_0060 (복무규정)
7. 연차_휴가에_관한_예규_0018 (연차_휴가에_관한_예규)
8. 연차_휴가에_관한_예규_0011 (연차_휴가에_관한_예규)
9. 연차_휴가에_관한_예규_0012 (연차_휴가에_관한_예규)
10. 복무규정_0036 (복무규정)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)
복무규정_0061 (chunk_no=61)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
복무규정_0037 (chunk_no=37)",3.524,1.194,4.723
사내 다른 기관으로 파견되면 최대 얼마 동안 근무할 수 있나요?,,"사내 다른 기관으로의 파견근무기간은 6개월 이내로 하며, 부득이한 사유로 그 기간을 연장할 경우 1차에 한정하여 연장할 수 있으나, 합산하여 1년을 초과할 수 없습니다.",,인사규정_0067,인사규정 제26조 [인사규정_0067],"1. 인사규정_0066 (인사규정)
2. 인사규정_0067 (인사규정)
3. 인사규정_0071 (인사규정)
4. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
5. 인사규정_0061 (인사규정)
6. 인사규정_0097 (인사규정)
7. 인사규정_0068 (인사규정)
8. 인사규정_0090 (인사규정)
9. 인사규정_0089 (인사규정)
10. 급여규정_0112 (급여규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0068 (chunk_no=68)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0069 (chunk_no=69)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0088 (chunk_no=88)
급여규정_0111 (chunk_no=111)
급여규정_0112 (chunk_no=112)
급여규정_0113 (chunk_no=113)",3.446,1.281,4.733
회사에서 다른 직을 겸직할 수 있나요?,,"직원은 2 이상의 직을 겸직할 수 없습니다. 다만, 업무형편상 부득이한 경우에는 예외가 있을 수 있습니다.",,인사규정_0069,인사규정 제27조 [인사규정_0069],"1. 인사규정_0069 (인사규정)
2. 인사규정_0179 (인사규정)
3. 인사규정_0071 (인사규정)
4. 인사규정_0066 (인사규정)
5. 인사규정_0064 (인사규정)
6. 인사규정_0070 (인사규정)
7. 인사규정_0183 (인사규정)
8. 인사규정_0003 (인사규정)
9. 인사규정_0060 (인사규정)
10. 인사규정_0089 (인사규정)","인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0184 (chunk_no=184)
인사규정_0002 (chunk_no=2)
인사규정_0003 (chunk_no=3)
인사규정_0004 (chunk_no=4)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0088 (chunk_no=88)
인사규정_0089 (chunk_no=89)
인사규정_0090 (chunk_no=90)",3.545,1.265,4.814
회사의 기본 근무시간은 어떻게 되나요?,,"회사의 기본 근무시간은 1일 8시간, 1주 40시간이며, 근무시간은 9시부터 18시까지입니다.",,복무규정_0005,복무규정 제4조 [복무규정_0005],"1. 복무규정_0005 (복무규정)
2. 급여규정_0023 (급여규정)
3. 복무규정_0013 (복무규정)
4. 복무규정_0010 (복무규정)
5. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)
6. 복무규정_0006 (복무규정)
7. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
8. 급여규정_0125 (급여규정)
9. 급여규정_0136 (급여규정)
10. 급여규정_0121 (급여규정)","복무규정_0004 (chunk_no=4)
복무규정_0005 (chunk_no=5)
복무규정_0006 (chunk_no=6)
급여규정_0022 (chunk_no=22)
급여규정_0023 (chunk_no=23)
급여규정_0024 (chunk_no=24)
복무규정_0012 (chunk_no=12)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0009 (chunk_no=9)
복무규정_0010 (chunk_no=10)
복무규정_0011 (chunk_no=11)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
복무규정_0007 (chunk_no=7)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0124 (chunk_no=124)
급여규정_0125 (chunk_no=125)
급여규정_0126 (chunk_no=126)
급여규정_0135 (chunk_no=135)
급여규정_0136 (chunk_no=136)
급여규정_0137 (chunk_no=137)
급여규정_0120 (chunk_no=120)
급여규정_0121 (chunk_no=121)
급여규정_0122 (chunk_no=122)",3.544,1.279,4.825
출장 중 정해진 기간 안에 업무를 끝내지 못할 것 같으면 어떻게 해야 하나요?,,"출장 중 정해진 기간 안에 임무를 완수하지 못할 사유가 발생한 경우, 전화, 전보 등으로 소속장에게 보고하고 지시를 받아야 합니다.",,복무규정_0024,복무규정 제10조 [복무규정_0024],"1. 복무규정_0024 (복무규정)
2. 복무규정_0014 (복무규정)
3. 여비규정_0027 (여비규정)
4. 복무규정_0035 (복무규정)
5. 여비규정_0034 (여비규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
7. 연차_휴가에_관한_예규_0022 (연차_휴가에_관한_예규)
8. 여비규정_0019 (여비규정)
9. 여비규정_0020 (여비규정)
10. 복무규정_0015 (복무규정)","복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0021 (chunk_no=21)
연차_휴가에_관한_예규_0022 (chunk_no=22)
연차_휴가에_관한_예규_0023 (chunk_no=23)
여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0016 (chunk_no=16)",3.549,1.473,5.024
출장이 끝나면 출장 결과를 따로 보고해야 하나요?,,"출장이 끝난 후에는 지체 없이 출장복명서를 소속장에게 제출해야 합니다. 다만, 용무의 성질이 경미한 경우에는 구두로 결과보고할 수 있습니다.",,복무규정_0025,복무규정 제10조 [복무규정_0025],"1. 복무규정_0025 (복무규정)
2. 복무규정_0024 (복무규정)
3. 여비규정_0008 (여비규정)
4. 여비규정_0020 (여비규정)
5. 복무규정_0014 (복무규정)
6. 복무규정_0015 (복무규정)
7. 여비규정_0026 (여비규정)
8. 복무규정_0028 (복무규정)
9. 여비규정_0022 (여비규정)
10. 여비규정_0027 (여비규정)","복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0026 (chunk_no=26)
복무규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
복무규정_0027 (chunk_no=27)
복무규정_0028 (chunk_no=28)
복무규정_0029 (chunk_no=29)
여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0028 (chunk_no=28)",4.36,1.343,5.705
육아기 근로시간 단축을 사용하면 일주일에 몇 시간까지 근무할 수 있나요?,,"육아기 근로시간 단축을 허용받은 경우, 단축 후 근로시간은 주당 15시간 이상이어야 하며 35시간을 초과할 수 없습니다.",,복무규정_0056,복무규정 제19조의4 [복무규정_0056],"1. 복무규정_0054 (복무규정)
2. 복무규정_0056 (복무규정)
3. 복무규정_0057 (복무규정)
4. 복무규정_0051 (복무규정)
5. 복무규정_0055 (복무규정)
6. 복무규정_0059 (복무규정)
7. 복무규정_0058 (복무규정)
8. 복무규정_0050 (복무규정)
9. 연차_휴가에_관한_예규_0018 (연차_휴가에_관한_예규)
10. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)","복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0050 (chunk_no=50)
복무규정_0051 (chunk_no=51)
복무규정_0052 (chunk_no=52)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)
복무규정_0049 (chunk_no=49)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0018 (chunk_no=18)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)",3.483,1.344,4.828
표창을 받으면 승진평정에서 가점을 받을 수 있나요?,,"표창을 받으면 승진평정에서 가점을 받을 수 있습니다. 다만, 소속장의 추천이 없는 표창, 감사장(패)을 받은 경우 및 징계규칙에 따라 감경을 받은 표창은 가점으로 인정되지 않습니다.",,승진임용규칙_0048,승진임용규칙 제16조 [승진임용규칙_0048],"1. 승진임용규칙_0050 (승진임용규칙)
2. 승진임용규칙_0048 (승진임용규칙)
3. 승진임용규칙_0049 (승진임용규칙)
4. 인사규정_0060 (인사규정)
5. 인사규정_0118 (인사규정)
6. 승진임용규칙_0076 (승진임용규칙)
7. 인사규정_0048 (인사규정)
8. 승진임용규칙_0075 (승진임용규칙)
9. 급여규정_0040 (급여규정)
10. 승진임용규칙_0043 (승진임용규칙)","승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0117 (chunk_no=117)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
인사규정_0047 (chunk_no=47)
인사규정_0048 (chunk_no=48)
인사규정_0049 (chunk_no=49)
승진임용규칙_0074 (chunk_no=74)
급여규정_0039 (chunk_no=39)
급여규정_0040 (chunk_no=40)
급여규정_0041 (chunk_no=41)
승진임용규칙_0042 (chunk_no=42)
승진임용규칙_0043 (chunk_no=43)
승진임용규칙_0044 (chunk_no=44)",3.5,1.333,4.835
징계를 받으면 승진할 때 점수가 깎이나요?,,"징계를 받은 경우, 해당 직급에서 점수를 감점으로 평정합니다. 감점의 구체적인 점수는 징계의 종류에 따라 다르며, 예를 들어 경고는 0.2점, 정직 1월은 2.5점이 감점됩니다.",,승진임용규칙_0051,승진임용규칙 제17조 [승진임용규칙_0051],"1. 승진임용규칙_0051 (승진임용규칙)
2. 인사규정_0050 (인사규정)
3. 인사규정_0051 (인사규정)
4. 인사규정_0052 (인사규정)
5. 인사규정_0098 (인사규정)
6. 승진임용규칙_0048 (승진임용규칙)
7. 인사규정_0119 (인사규정)
8. 승진임용규칙_0022 (승진임용규칙)
9. 인사규정_0120 (인사규정)
10. 인사규정_0040 (인사규정)","승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0052 (chunk_no=52)
인사규정_0053 (chunk_no=53)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
인사규정_0120 (chunk_no=120)
승진임용규칙_0021 (chunk_no=21)
승진임용규칙_0022 (chunk_no=22)
승진임용규칙_0023 (chunk_no=23)
인사규정_0121 (chunk_no=121)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)",3.447,2.268,5.716
