질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
징계를 받으면 승진할 때 점수가 깎이나요?,,"핵심: 예. 징계를 받으면 승진평정에서 징계유형에 따라 점수가 감점됩니다. 예시 감점기준(유형별): 경고(훈계) 매회 0.2점, 불문(경고) 0.3점, 견책 0.5점, 감봉 1월 1.0점, 감봉 2월 1.5점, 감봉 3월 2.0점, 정직 1월 2.5점, 정직 2월 3.0점, 강등·정직 3월 3.5점. 추가 정보: 징계에 따라 일정 기간 승진 자체가 제한될 수 있습니다(예: 강등·정직 18개월, 감봉 12개월, 견책 6개월 등) 및 일부 사유는 더 긴 제한기간(예: 성폭력 5년, 성희롱·성매매 3년 등)이 적용됩니다. 또한 승진제한 기간 중 추가 징계를 받으면 다음 제한기간은 전처분의 제한기간이 완료된 날로부터 가산됩니다.",,승진임용규칙_0051|인사규정_0050|인사규정_0051|인사규정_0052,"승진임용규칙 제17조 [승진임용규칙_0051]
인사규정 제20조 [인사규정_0050]","1. 승진임용규칙_0051 (승진임용규칙)
2. 인사규정_0050 (인사규정)
3. 인사규정_0051 (인사규정)
4. 인사규정_0052 (인사규정)
5. 인사규정_0098 (인사규정)","승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0052 (chunk_no=52)
인사규정_0053 (chunk_no=53)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)",3.735,18.759,22.498
사내강사로 강의한 시간도 승진에 필요한 교육시간으로 인정되나요?,,"핵심: 예. 사내강사로서 강의한 시간은 승진에 필요한 교육이수시간으로 인정됩니다.

설명: 사내강사로서 강의 실적이 있는 경우에는 해당 시간에 상응하는 시간을 교육이수시간으로 인정한다는 규정이 있습니다. 다만 교수직무로서 강의 실적이 2개월 이상인 경우에는 해당 직급에서 승진에 필요한 교육훈련시간을 모두 이수한 것으로 보되, 교수직무로서 강의한 시간은 교육훈련시간 산출에서 제외된다는 별도 규정이 있으니 적용 대상(사내강사인지 교수직무인지)을 확인하시기 바랍니다.",,승진임용규칙_0036|승진임용규칙_0038,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0036 (승진임용규칙)
2. 승진임용규칙_0037 (승진임용규칙)
3. 승진임용규칙_0038 (승진임용규칙)
4. 승진임용규칙_0033 (승진임용규칙)
5. 승진임용규칙_0034 (승진임용규칙)","승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)",3.683,13.746,17.431
국토정보직 3급 시험승진은 어떤 절차로 진행되나요?,,"핵심: 국토정보직 3급 시험승진은 3단계 절차로 진행됩니다(1단계: 시험성적(70%) + 근무성적평정(30%)으로 합산해 3배수 선발 → 2단계: 3배수 이내 다면평가(Pass/Fail) → 3단계: 1배수 대상 임원면접(Pass/Fail)).

세부사항:
- 선발비율: 3급 전체 승진 인원의 3할은 시험승진 방식으로 임용할 수 있습니다.
- 응시대상: 국토정보직 4급 승진 후 4년이 경과한 희망자에 한합니다.
- 1단계의 근무성적평정 점수는 별지 제2호서식에 기록된 적용 점수의 소계입니다.
- 시험과목: 논술(주관식)과 객관식(공사의 설립·운영, 사업 관련 법령·정관·사규 등). 시험과목 변경 시 승진시험 실시 2개월 전에 공지해야 합니다.
- 동점자 결정: 1) 논술시험 점수 상위자, 2) 최근 1년간 근무성적평정 점수 상위자 순으로 결정합니다.",,승진임용규칙_0077|승진임용규칙_0016|승진임용규칙_0017|승진임용규칙_0078|승진임용규칙_0018|승진임용규칙_0019,"승진임용규칙 제5조 [승진임용규칙_0016]
승진임용규칙 별표 3 - 국토정보직 3급 시험승진 절차와 방법(제5조제1항 관련) [승진임용규칙_0077]
승진임용규칙 별표 4 - 3급 공개승진 시험과목(제5조제3항관련) [승진임용규칙_0078]","1. 승진임용규칙_0016 (승진임용규칙)
2. 승진임용규칙_0077 (승진임용규칙)
3. 승진임용규칙_0018 (승진임용규칙)
4. 승진임용규칙_0017 (승진임용규칙)
5. 승진임용규칙_0078 (승진임용규칙)","승진임용규칙_0015 (chunk_no=15)
승진임용규칙_0016 (chunk_no=16)
승진임용규칙_0017 (chunk_no=17)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
승진임용규칙_0078 (chunk_no=78)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)",3.641,14.196,17.84
출장으로 쌓인 항공마일리지는 다음 출장 때 사용해야 하나요?,,"핵심: 공무상으로 적립된 공적 항공마일리지는 항공권 확보 또는 좌석 등급 상향이 가능한 경우 우선적으로 사용하여야 합니다. (공적 항공마일리지: 항공사가 항공기 이용실적에 따라 적립하는 점수)

추가사항: 공적 항공마일리지를 사용하는 경우에는 항공운임의 전부 또는 일부를 감액하여 지급하고 일비의 50%를 추가로 지급합니다. 다만 이때 추가 지급되는 일비의 총액은 절약된 항공운임의 2분의 1을 초과할 수 없습니다.

참고: 개인(사적) 마일리지의 처리 여부는 제공된 문서만으로는 확인하기 어렵습니다.",,여비규정_0015|여비규정_0016,여비규정 제9조 [여비규정_0015],"1. 여비규정_0015 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0026 (여비규정)
4. 여비규정_0020 (여비규정)
5. 여비규정_0008 (여비규정)","여비규정_0014 (chunk_no=14)
여비규정_0015 (chunk_no=15)
여비규정_0016 (chunk_no=16)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)",3.767,15.889,19.659
같은 지역에 장기간 출장하면 일비가 줄어드나요?,,"핵심: 예. 같은 곳에 장기간 체재하는 경우에는 일비가 단계적으로 감액됩니다. 규정에 따르면 도착한 다음날부터 기산하여 15일을 초과한 날수에 대해서는 정액의 10분의 1에 해당하는 금액을, 30일을 초과한 날수에 대해서는 정액의 10분의 2에 해당하는 금액을, 60일을 초과한 날수에 대해서는 정액의 10분의 3에 해당하는 금액을 각각 빼고 지급합니다. 또한 장기체재 기간 중 다른 지역으로 일시 출장을 간 경우에는 그 출장기간을 체재기간 계산에서 제외합니다.",,여비규정_0019|여비규정_0020,여비규정 제11조 [여비규정_0019],"1. 여비규정_0019 (여비규정)
2. 여비규정_0020 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0005 (여비규정)
5. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",3.713,10.538,14.252
전보로 다른 지역에 이사하면 이사비용을 지원받을 수 있나요?,,"핵심정리: 예. 전보로 다른 지역으로 이사하는 경우 일정 요건을 충족하면 이전비를 지원받을 수 있습니다.

요건 및 절차 요약:
- 전보로 인하여 부임여비 지급 대상(예: 시·군을 달리하여 전보된 경우 등)에 해당하는 자가 거주지와 이사화물을 신임지로 이전한 경우 제14조 제1항에 따라 이전비를 지급할 수 있습니다.
- 이전비 청구 시에는 이전한 날의 다음 날부터 기산하여 6개월 이내에 거주지 변경을 확인할 수 있는 증빙서류(주민등록등본 또는 임차계약서) 및 이사화물 운송내용(이동구간·이동거리·운송비·적재·하차 인건비 등)을 확인할 수 있는 증빙서를 제출해야 합니다.
- 부임 명을 받은 날 또는 사옥 이전 완료일의 다음 날부터 기산하여 1년 이내에 정당한 사유 없이 거주지 및 이사화물을 이전하지 않은 경우에는 이전비를 지급하지 않습니다.
- 지급액 기준(국내): 5톤 이하 이사화물은 해당 실비, 5톤 초과~7.5톤 이사화물은 5톤 실비에 초과분 실비의 50%를 더한 금액(상한 7.5톤) 등 별표2의 기준에 따릅니다.

제공된 문서만으로는 개인별 세부 적용(예: 귀하의 전보가 부임여비 지급 대상에 확실히 해당하는지 등)을 확정하기 어렵습니다. 구체적 적용 여부는 인사/재무 담당자에게 해당 전보의 부임여비 지급 대상 여부 및 증빙 제출 내용을 확인하시기 바랍니다.",,여비규정_0024|여비규정_0025|여비규정_0026|여비규정_0027|여비규정_0056,"여비규정 제14조 [여비규정_0025]
여비규정 제13조 [여비규정_0024]
여비규정 별표 2 - 이전비 지급 기준표 [여비규정_0056]","1. 여비규정_0026 (여비규정)
2. 여비규정_0025 (여비규정)
3. 여비규정_0027 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0056 (여비규정)","여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0024 (chunk_no=24)
여비규정_0028 (chunk_no=28)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)",3.765,15.143,18.91
외부기관에서 출장비를 일부 지원받으면 회사 출장비도 전액 받을 수 있나요?,,"제공된 문서만으로는 확인하기 어렵습니다. 다만 제17조 제4항(여비규정_0035)에 따르면 ""외부기관에 파견명령을 받은 직원에게는 사장이 따로 정하는 파견체재비를 지급한다""고 규정되어 있어, 외부기관 파견의 경우 별도의 지급기준이나 조정이 있을 수 있음을 알 수 있습니다. 외부기관의 일부 지원금이 있을 때 회사 여비를 전액 지급하는지 여부는 이 규정의 사장 결정사항 또는 부서별 내부운영지침에서 정해졌을 가능성이 있으므로, 인사부서 또는 재무(여비 담당)에게 해당 파견의 지급기준 및 조정 여부를 확인하시기 바랍니다.",,여비규정_0035,여비규정 제17조 [여비규정_0035],"1. 여비규정_0023 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0022 (여비규정)
4. 여비규정_0046 (여비규정)
5. 여비규정_0021 (여비규정)","여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0024 (chunk_no=24)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0021 (chunk_no=21)
여비규정_0045 (chunk_no=45)
여비규정_0046 (chunk_no=46)
여비규정_0047 (chunk_no=47)
여비규정_0020 (chunk_no=20)",3.782,9.707,13.491
연도 중간에 입사하면 다음 해 연차는 어떻게 계산되나요?,,"핵심: 회계연도 중 입사한 직원의 다음 연도 연차일수는 회계연도별로 부여되는 연차일수와 전년도 근속기간에 비례하여 부여되는 연차일수를 합산하여 산출합니다. 계산식(문서 기준): 연차일수 = (회계연도별 부여된 연차일수) + (15일 × 전년도 근속일수 ÷ 소정근로일수). 정확한 일수를 산출하려면 ‘회계연도별 부여된 연차일수’(제4조제2항의 값), 전년도 근속일수 및 소정근로일수 등 구체적 수치가 필요합니다. 제공된 문서만으로는 그 수치들을 확인할 수 없어 구체적 일수 계산은 불가합니다.",,연차_휴가에_관한_예규_0009,연차_휴가에_관한_예규 제4조의2 [연차_휴가에_관한_예규_0009],"1. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
2. 급여규정_0074 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0104 (인사규정)
5. 급여규정_0144 (급여규정)","연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)",3.394,17.518,20.917
육아휴직을 사용한 기간도 연차 계산할 때 출근한 것으로 보나요?,,예. 연차휴가일수 산정 시 육아 휴직기간은 출근한 것으로 본다(제6조 제2항 제3호에 규정된 바).,,연차_휴가에_관한_예규_0016,연차_휴가에_관한_예규 제6조 [연차_휴가에_관한_예규_0016],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0011 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)",3.582,8.694,12.279
근속연수가 늘어나면 연차는 최대 며칠까지 받을 수 있나요?,,핵심: 최대 25일입니다. 별표1(근속년수별 연차휴가일수 산정)에 따르면 근속 21년부터 연차휴가는 25일이며 이후 근속이 늘어나도 최대 25일로 유지됩니다.,,연차_휴가에_관한_예규_0030,연차_휴가에_관한_예규 별표 1 - 근속년수별 연차휴가일수 산정(제4조제4항 관련) [연차_휴가에_관한_예규_0030],"1. 연차_휴가에_관한_예규_0030 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0007 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0003 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0006 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0029 (chunk_no=29)
연차_휴가에_관한_예규_0030 (chunk_no=30)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0002 (chunk_no=2)
연차_휴가에_관한_예규_0003 (chunk_no=3)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)",3.695,6.623,10.321
퇴직할 때 입사일 기준 연차보다 적게 부여받았다면 보상받을 수 있나요?,,"제공된 문서만으로는 확인하기 어렵습니다. 제출해주신 규정들에서는 연차일수 산정 방법(제5조 관련, 출근율에 비례 계산·소수점 처리 등)과 일부 예외(징계로 인한 복귀 후 산정방법, 퇴직예정자의 교육기간 중 연차 미부여 등)에 대한 내용(연차_휴가에_관한_예규_제5조 항 ③~⑤)이 포함되어 있으나, 퇴직 시 회사가 입사일 기준 연차보다 적게 부여한 경우의 보상(미사용 연차의 금전 보상 또는 보정 지급)에 관한 규정은 제공된 문서들에 명시되어 있지 않습니다. 정확한 확인을 위해서는 회사의 휴가 전반 규정 또는 퇴직 처리·정산 관련 규정(취업규칙, 휴가규정, 퇴직 관련 별도 규정 등)을 확인하거나 인사/총무팀에 문의하시기 바랍니다.",,연차_휴가에_관한_예규_0012|연차_휴가에_관한_예규_0013|연차_휴가에_관한_예규_0014,연차_휴가에_관한_예규 제5조 [연차_휴가에_관한_예규_0012],"1. 급여규정_0074 (급여규정)
2. 급여규정_0144 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 급여규정_0156 (급여규정)
5. 급여규정_0087 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
급여규정_0086 (chunk_no=86)
급여규정_0087 (chunk_no=87)
급여규정_0088 (chunk_no=88)",3.764,14.226,17.992
신입 직원은 수습기간이 얼마나 되나요?,,핵심: 신입 직원의 수습기간은 원칙적으로 3개월입니다. 다만 인사운영상 불가피한 경우와 채용형인턴을 통해 입사하거나 해당 분야 경력을 인정받아 채용되는 자는 수습기간을 두지 않거나 그 기간을 단축할 수 있습니다.,,인사규정_0039,인사규정 제16조 [인사규정_0039],"1. 인사규정_0039 (인사규정)
2. 인사규정_0040 (인사규정)
3. 인사규정_0179 (인사규정)
4. 인사규정_0105 (인사규정)
5. 인사규정_0183 (인사규정)","인사규정_0038 (chunk_no=38)
인사규정_0039 (chunk_no=39)
인사규정_0040 (chunk_no=40)
인사규정_0041 (chunk_no=41)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0106 (chunk_no=106)
인사규정_0182 (chunk_no=182)
인사규정_0183 (chunk_no=183)
인사규정_0184 (chunk_no=184)",3.568,5.763,9.333
직원의 정년은 몇 살인가요?,,직원의 정년은 60세입니다.,,인사규정_0103,인사규정 제45조 [인사규정_0103],"1. 인사규정_0104 (인사규정)
2. 인사규정_0103 (인사규정)
3. 급여규정_0141 (급여규정)
4. 인사규정_0078 (인사규정)
5. 인사규정_0111 (인사규정)","인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
인사규정_0102 (chunk_no=102)
급여규정_0140 (chunk_no=140)
급여규정_0141 (chunk_no=141)
급여규정_0142 (chunk_no=142)
인사규정_0077 (chunk_no=77)
인사규정_0078 (chunk_no=78)
인사규정_0079 (chunk_no=79)
인사규정_0110 (chunk_no=110)
인사규정_0111 (chunk_no=111)
인사규정_0112 (chunk_no=112)",3.679,4.047,7.729
출산휴가와 육아휴직을 한 번에 같이 신청할 수 있나요?,,예. 인사규정에 따르면 여성직원은 출산휴가와 육아휴직을 연계하여 동시에 신청할 수 있습니다.,,인사규정_0091,인사규정 제39조 [인사규정_0091],"1. 인사규정_0091 (인사규정)
2. 연차_휴가에_관한_예규_0020 (연차_휴가에_관한_예규)
3. 복무규정_0055 (복무규정)
4. 복무규정_0045 (복무규정)
5. 인사규정_0090 (인사규정)","인사규정_0090 (chunk_no=90)
인사규정_0091 (chunk_no=91)
인사규정_0092 (chunk_no=92)
연차_휴가에_관한_예규_0019 (chunk_no=19)
연차_휴가에_관한_예규_0020 (chunk_no=20)
연차_휴가에_관한_예규_0021 (chunk_no=21)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0044 (chunk_no=44)
복무규정_0045 (chunk_no=45)
복무규정_0046 (chunk_no=46)
인사규정_0089 (chunk_no=89)",3.741,4.7,8.444
담당자가 직무를 수행할 수 없거나 자리가 비어 있으면 누가 대신하나요?,,핵심: 담당자가 직무를 수행할 수 없거나 결원이 있는 경우 차하위(하위) 직급자가 그 직무를 대리합니다. 직무를 대리한 자는 그 권한에 상응한 책임을 집니다.,,인사규정_0064|인사규정_0065,인사규정 제25조 [인사규정_0064],"1. 인사규정_0064 (인사규정)
2. 인사규정_0069 (인사규정)
3. 복무규정_0024 (복무규정)
4. 인사규정_0098 (인사규정)
5. 복무규정_0015 (복무규정)","인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)
인사규정_0065 (chunk_no=65)
인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)",3.682,6.114,9.8
