질문,골든 답변,생성 답변,정답 chunk_id,LLM 사용 chunk_id,생성 답변 출처,Retriever Top-3,실제 LLM Context chunk,검색 시간(초),답변 생성 시간(초),질문 전체 시간(초)
사내 다른 기관으로 파견되면 최대 얼마 동안 근무할 수 있나요?,,"최대 1년입니다. 대내기관 파견근무는 기본적으로 6개월 이내이며, 부득이한 사유가 있는 경우 1차에 한해 연장할 수 있으나 연장 포함 합산 기간은 1년을 초과할 수 없습니다.",,인사규정_0067,인사규정 제26조 [인사규정_0067],"1. 인사규정_0066 (인사규정)
2. 인사규정_0067 (인사규정)
3. 인사규정_0071 (인사규정)
4. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
5. 인사규정_0061 (인사규정)
6. 인사규정_0097 (인사규정)","인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0068 (chunk_no=68)
인사규정_0070 (chunk_no=70)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0062 (chunk_no=62)
인사규정_0096 (chunk_no=96)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)",3.637,11.933,15.571
회사에서 다른 직을 겸직할 수 있나요?,,"간결히 말하면 원칙적으로 겸직할 수 없습니다. 인사규정에 따라 직원은 2 이상의 직을 겸직하지 못하나, 업무형편상 부득이한 경우에는 예외로 허용됩니다. 또한 임용권자는 업무상 필요하다고 인정되는 경우 특정인을 지정하여 겸무를 시킬 수 있습니다.",,인사규정_0069|인사규정_0070,"인사규정 제27조 [인사규정_0069]
인사규정 제28조 [인사규정_0070]","1. 인사규정_0069 (인사규정)
2. 인사규정_0179 (인사규정)
3. 인사규정_0071 (인사규정)
4. 인사규정_0066 (인사규정)
5. 인사규정_0064 (인사규정)
6. 인사규정_0070 (인사규정)","인사규정_0068 (chunk_no=68)
인사규정_0069 (chunk_no=69)
인사규정_0070 (chunk_no=70)
인사규정_0178 (chunk_no=178)
인사규정_0179 (chunk_no=179)
인사규정_0180 (chunk_no=180)
인사규정_0071 (chunk_no=71)
인사규정_0072 (chunk_no=72)
인사규정_0065 (chunk_no=65)
인사규정_0066 (chunk_no=66)
인사규정_0067 (chunk_no=67)
인사규정_0063 (chunk_no=63)
인사규정_0064 (chunk_no=64)",3.751,11.497,15.248
회사의 기본 근무시간은 어떻게 되나요?,,"기본 근무시간은 1일 8시간, 1주 40시간이며 근무시간은 9:00부터 18:00까지입니다. 점심시간은 12:00부터 13:00입니다.",,복무규정_0005|복무규정_0006,복무규정 제4조 [복무규정_0005],"1. 복무규정_0005 (복무규정)
2. 급여규정_0023 (급여규정)
3. 복무규정_0013 (복무규정)
4. 복무규정_0010 (복무규정)
5. 연차_휴가에_관한_예규_0024 (연차_휴가에_관한_예규)
6. 복무규정_0006 (복무규정)","복무규정_0004 (chunk_no=4)
복무규정_0005 (chunk_no=5)
복무규정_0006 (chunk_no=6)
급여규정_0022 (chunk_no=22)
급여규정_0023 (chunk_no=23)
급여규정_0024 (chunk_no=24)
복무규정_0012 (chunk_no=12)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0009 (chunk_no=9)
복무규정_0010 (chunk_no=10)
복무규정_0011 (chunk_no=11)
연차_휴가에_관한_예규_0023 (chunk_no=23)
연차_휴가에_관한_예규_0024 (chunk_no=24)
연차_휴가에_관한_예규_0025 (chunk_no=25)
복무규정_0007 (chunk_no=7)",5.406,7.502,12.91
출장 중 정해진 기간 안에 업무를 끝내지 못할 것 같으면 어떻게 해야 하나요?,,핵심: 출장이 끝나는 지정된 기간 내에 임무를 완수하지 못할 사유가 발생한 경우에는 소속장에게 전화·전보 등으로 보고하고 소속장의 지시를 받아야 합니다.,,복무규정_0024,복무규정 제10조 [복무규정_0024],"1. 복무규정_0024 (복무규정)
2. 복무규정_0014 (복무규정)
3. 여비규정_0027 (여비규정)
4. 복무규정_0035 (복무규정)
5. 여비규정_0034 (여비규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","복무규정_0023 (chunk_no=23)
복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0028 (chunk_no=28)
복무규정_0034 (chunk_no=34)
복무규정_0035 (chunk_no=35)
복무규정_0036 (chunk_no=36)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)",4.475,7.603,12.079
출장이 끝나면 출장 결과를 따로 보고해야 하나요?,,예. 출장이 끝난 때에는 지체 없이 출장복명서를 소속장에게 제출하여야 합니다. 다만 용무의 성질이 경미한 경우에는 구두로 결과보고할 수 있습니다. 또한 지정된 출장일 안에 임무를 완수하지 못할 사유가 발생한 경우에는 출장 중이라도 전화·전보 등으로 소속장에게 보고하고 지시를 받아야 합니다.,,복무규정_0025|복무규정_0024,복무규정 제10조 [복무규정_0024],"1. 복무규정_0025 (복무규정)
2. 복무규정_0024 (복무규정)
3. 여비규정_0008 (여비규정)
4. 여비규정_0020 (여비규정)
5. 복무규정_0014 (복무규정)
6. 복무규정_0015 (복무규정)","복무규정_0024 (chunk_no=24)
복무규정_0025 (chunk_no=25)
복무규정_0026 (chunk_no=26)
복무규정_0023 (chunk_no=23)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
복무규정_0013 (chunk_no=13)
복무규정_0014 (chunk_no=14)
복무규정_0015 (chunk_no=15)
복무규정_0016 (chunk_no=16)",5.108,11.79,16.9
육아기 근로시간 단축을 사용하면 일주일에 몇 시간까지 근무할 수 있나요?,,핵심: 육아기 근로시간 단축을 허용하는 경우 단축 후 근로시간은 주당 15시간 이상이고 35시간을 초과하지 않습니다.,,복무규정_0056,복무규정 제19조의4 [복무규정_0056],"1. 복무규정_0054 (복무규정)
2. 복무규정_0056 (복무규정)
3. 복무규정_0057 (복무규정)
4. 복무규정_0051 (복무규정)
5. 복무규정_0055 (복무규정)
6. 복무규정_0059 (복무규정)","복무규정_0053 (chunk_no=53)
복무규정_0054 (chunk_no=54)
복무규정_0055 (chunk_no=55)
복무규정_0056 (chunk_no=56)
복무규정_0057 (chunk_no=57)
복무규정_0058 (chunk_no=58)
복무규정_0050 (chunk_no=50)
복무규정_0051 (chunk_no=51)
복무규정_0052 (chunk_no=52)
복무규정_0059 (chunk_no=59)
복무규정_0060 (chunk_no=60)",4.677,5.765,10.444
표창을 받으면 승진평정에서 가점을 받을 수 있나요?,,"예. 표창을 받으면 승진평정에서 가점을 받을 수 있습니다. 다만 다음 요건을 충족해야 합니다.

- 「표창규칙」 또는 직무와 관련하여 해당 직급에서 받은 표창이어야 합니다.
- 소속장의 추천이 없는 표창, 감사장(패), 또는 징계규칙 제8조제1항에 따라 감경된 표창은 가점 대상에서 제외됩니다.
- 표창가점은 근무성적평정 기준일 이전에 받은 표창에 한해 반영되며, 기준일 이후에 받은 표창은 다음 연도에 반영됩니다.

예시 점수(해당 규정에 따른 표창별 가점): 훈장·포장 3.5점, 대통령표창 3.0점, 장관·사장 표창 2.0점, 시·도지사 등 1.5점·1점 등.",,승진임용규칙_0048|승진임용규칙_0050,승진임용규칙 제16조 [승진임용규칙_0050],"1. 승진임용규칙_0050 (승진임용규칙)
2. 승진임용규칙_0048 (승진임용규칙)
3. 승진임용규칙_0049 (승진임용규칙)
4. 인사규정_0060 (인사규정)
5. 인사규정_0118 (인사규정)
6. 승진임용규칙_0076 (승진임용규칙)","승진임용규칙_0049 (chunk_no=49)
승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
인사규정_0059 (chunk_no=59)
인사규정_0060 (chunk_no=60)
인사규정_0061 (chunk_no=61)
인사규정_0117 (chunk_no=117)
인사규정_0118 (chunk_no=118)
인사규정_0119 (chunk_no=119)
승진임용규칙_0075 (chunk_no=75)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)",4.48,13.434,17.916
징계를 받으면 승진할 때 점수가 깎이나요?,,"핵심: 네. 징계를 받으면 승진평정 시 점수가 감점되며(감점기준 별도 규정), 또한 징계의 종류에 따라 일정 기간 승진 자체가 제한될 수 있습니다.

세부근거
1) 감점: 승진임용규칙 제17조에 따라 징계 유형별로 승진평정 시 다음과 같이 점수를 감점합니다. 예) 경고(훈계) 0.2점, 불문(경고) 0.3점, 견책 0.5점, 감봉 1월 1.0점, 감봉 2월 1.5점, 감봉 3월 2.0점, 정직 1월 2.5점, 정직 2월 3.0점, 강등·정직 3월 3.5점.

2) 승진제한(승진 불허 기간): 인사규정 제20조에 따라 징계집행이 종료된 날로부터 일정 기간이 경과하지 않으면 승진 임용할 수 없습니다. 예) 강등·정직은 18개월, 감봉은 12개월, 견책은 6개월입니다.

3) 중대사유 또는 특정사유의 경우 기간 연장: 같은 조 제2항에 따라 금품·향응 수수 등은 제1항 제3호 각 목에 해당하는 기간(기본기간)만큼, 성폭력은 5년, 성희롱·성매매는 3년, 채용비리·음주운전(불응 포함)·소극행정 등은 6개월 등 추가적 제한기간이 적용됩니다.

4) 추가징계 시 가산: 승진제한 기간 중 다시 징계를 받으면 이후의 승진제한 기간은 전 처분의 제한기간이 완료한 날로부터 가산됩니다.

원하시면 귀하의 구체적 징계 유형(예: 견책, 감봉 몇 개월, 정직 등)을 알려주시면 위 규정에 따라 해당되는 감점과 승진제한 기간을 더 정확히 알려드리겠습니다.",,승진임용규칙_0051|인사규정_0050|인사규정_0051|인사규정_0052,"승진임용규칙 제17조 [승진임용규칙_0051]
인사규정 제20조 [인사규정_0050]","1. 승진임용규칙_0051 (승진임용규칙)
2. 인사규정_0050 (인사규정)
3. 인사규정_0051 (인사규정)
4. 인사규정_0052 (인사규정)
5. 인사규정_0098 (인사규정)
6. 승진임용규칙_0048 (승진임용규칙)","승진임용규칙_0050 (chunk_no=50)
승진임용규칙_0051 (chunk_no=51)
승진임용규칙_0052 (chunk_no=52)
인사규정_0049 (chunk_no=49)
인사규정_0050 (chunk_no=50)
인사규정_0051 (chunk_no=51)
인사규정_0052 (chunk_no=52)
인사규정_0053 (chunk_no=53)
인사규정_0097 (chunk_no=97)
인사규정_0098 (chunk_no=98)
인사규정_0099 (chunk_no=99)
승진임용규칙_0047 (chunk_no=47)
승진임용규칙_0048 (chunk_no=48)
승진임용규칙_0049 (chunk_no=49)",4.165,19.589,23.758
사내강사로 강의한 시간도 승진에 필요한 교육시간으로 인정되나요?,,"예. 제10조 제5항에 따라 사내강사로서 강의 실적이 있는 경우 해당 시간만큼을 교육이수시간으로 인정합니다. 다만 교수직무로서 강의 실적이 2개월 이상인 경우에는 해당 직급에서 승진에 필요한 교육훈련시간을 모두 이수한 것으로 보되, 교수직무로서 강의한 시간은 교육훈련시간 산출에서 제외된다는 별도 규정(제10조 제7항)이 있습니다.",,승진임용규칙_0036|승진임용규칙_0038,승진임용규칙 제10조 [승진임용규칙_0036],"1. 승진임용규칙_0036 (승진임용규칙)
2. 승진임용규칙_0037 (승진임용규칙)
3. 승진임용규칙_0038 (승진임용규칙)
4. 승진임용규칙_0033 (승진임용규칙)
5. 승진임용규칙_0034 (승진임용규칙)
6. 승진임용규칙_0067 (승진임용규칙)","승진임용규칙_0035 (chunk_no=35)
승진임용규칙_0036 (chunk_no=36)
승진임용규칙_0037 (chunk_no=37)
승진임용규칙_0038 (chunk_no=38)
승진임용규칙_0039 (chunk_no=39)
승진임용규칙_0032 (chunk_no=32)
승진임용규칙_0033 (chunk_no=33)
승진임용규칙_0034 (chunk_no=34)
승진임용규칙_0066 (chunk_no=66)
승진임용규칙_0067 (chunk_no=67)
승진임용규칙_0068 (chunk_no=68)",4.486,10.157,14.645
국토정보직 3급 시험승진은 어떤 절차로 진행되나요?,,"핵심요약: 국토정보직 3급 시험승진은 별표 3에 따른 3단계 절차로 진행되며(전체 승진인원의 최대 3할은 시험승진 가능), 시험과목은 논술과 객관식(객관식 과목: 공사의 설립·운영, 사업 관련 법령·정관·사규)이고, 동점자 결정 및 시험일정도 규정되어 있습니다.

절차(요약)
1) 1단계: 시험성적 70% + 근무성적평정 30%를 합산하여 합산점수 순으로 3배수 결정.
2) 2단계: 1단계에서 결정된 3배수 대상자에 대해 다면평가(평가 결과는 Pass/Fail).
3) 3단계: 2단계 통과자 중 1배수 대상에 대해 임원면접(면접 결과는 Pass/Fail)으로 최종 선발.

추가사항
- 시험과목: 논술(주관식) 및 객관식(별표4에 명시된 과목).
- 동점자 순위결정: 논술점수 우위자 → 최근 1년간 근무성적평정 점수 우위자 순으로 결정.
- 시행시기: 승진시험은 매년 실시하며 정기일은 8월 마지막 토요일.
- 응시대상(참고): 국토정보직 4급 승진 후 4년 경과자 중 희망자에게 응시자격이 있음.

제공된 문서 범위 내에서 위 내용으로 정리됩니다.",,승진임용규칙_0077|승진임용규칙_0016|승진임용규칙_0018|승진임용규칙_0078|승진임용규칙_0019|승진임용규칙_0020|승진임용규칙_0017,"승진임용규칙 제5조 [승진임용규칙_0016]
승진임용규칙 별표 3 - 국토정보직 3급 시험승진 절차와 방법(제5조제1항 관련) [승진임용규칙_0077]
승진임용규칙 별표 4 - 3급 공개승진 시험과목(제5조제3항관련) [승진임용규칙_0078]","1. 승진임용규칙_0016 (승진임용규칙)
2. 승진임용규칙_0077 (승진임용규칙)
3. 승진임용규칙_0018 (승진임용규칙)
4. 승진임용규칙_0017 (승진임용규칙)
5. 승진임용규칙_0078 (승진임용규칙)
6. 승진임용규칙_0019 (승진임용규칙)","승진임용규칙_0015 (chunk_no=15)
승진임용규칙_0016 (chunk_no=16)
승진임용규칙_0017 (chunk_no=17)
승진임용규칙_0076 (chunk_no=76)
승진임용규칙_0077 (chunk_no=77)
승진임용규칙_0078 (chunk_no=78)
승진임용규칙_0018 (chunk_no=18)
승진임용규칙_0019 (chunk_no=19)
승진임용규칙_0020 (chunk_no=20)",4.263,17.237,21.504
출장으로 쌓인 항공마일리지는 다음 출장 때 사용해야 하나요?,,"네. 공무상으로 적립된 항공마일리지는 항공권을 확보하거나 좌석 등급을 상향할 수 있는 경우에는 우선적으로 사용하여야 합니다. 단, 공적 항공마일리지를 사용하는 경우에는 항공운임을 전부 또는 일부 감액하고 일비의 50%를 추가 지급하며, 추가 지급되는 일비 총액은 절약된 항공운임의 절반을 초과할 수 없습니다. 사용 가능하지 않은 경우에는 적용되지 않습니다.",,여비규정_0015|여비규정_0016,여비규정 제9조 [여비규정_0015],"1. 여비규정_0015 (여비규정)
2. 여비규정_0005 (여비규정)
3. 여비규정_0026 (여비규정)
4. 여비규정_0020 (여비규정)
5. 여비규정_0008 (여비규정)
6. 여비규정_0016 (여비규정)","여비규정_0014 (chunk_no=14)
여비규정_0015 (chunk_no=15)
여비규정_0016 (chunk_no=16)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0007 (chunk_no=7)
여비규정_0008 (chunk_no=8)
여비규정_0009 (chunk_no=9)
여비규정_0017 (chunk_no=17)",4.685,11.596,16.284
같은 지역에 장기간 출장하면 일비가 줄어드나요?,,"네. 같은 지역에 장기간 체재하는 경우 도착 다음날부터 계산하여 일정 기간을 초과한 일수에 대해 일비를 감액합니다. 구체적으로는 15일을 초과한 초과일수에 대해서는 정액의 10분의 1에 해당하는 금액을, 30일을 초과한 초과일수에 대해서는 정액의 10분의 2에 해당하는 금액을, 60일을 초과한 초과일수에 대해서는 정액의 10분의 3에 해당하는 금액을 각각 빼고 지급합니다. 또한 장기체재 기간 중 일시적으로 다른 지역에 출장하는 경우에는 그 출장기간은 장기체재 기간 계산에서 제외합니다.",,여비규정_0019|여비규정_0020,여비규정 제11조 [여비규정_0019],"1. 여비규정_0019 (여비규정)
2. 여비규정_0020 (여비규정)
3. 여비규정_0034 (여비규정)
4. 여비규정_0005 (여비규정)
5. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
6. 여비규정_0021 (여비규정)","여비규정_0018 (chunk_no=18)
여비규정_0019 (chunk_no=19)
여비규정_0020 (chunk_no=20)
여비규정_0021 (chunk_no=21)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0004 (chunk_no=4)
여비규정_0005 (chunk_no=5)
여비규정_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
여비규정_0022 (chunk_no=22)",4.084,9.424,13.508
전보로 다른 지역에 이사하면 이사비용을 지원받을 수 있나요?,,"간단히: 예. 전보로 다른 지역에 이사하는 경우 제13조에 따라 부임여비를 받을 수 있는 자라면, 거주지와 이사화물을 신임지로 이전한 때 제14조 및 별표 2에 따라 이전비를 지급받을 수 있습니다.

주요 요건 및 절차
- 지급대상: 제13조에 규정된 부임여비 지급 대상자(예: 시·군을 달리하는 전보 등)여야 합니다. 
- 이전 사실: 거주지 및 이사화물을 신임지로 이전해야 합니다(제14조①).
- 증빙제출: 이전일의 다음 날부터 기산하여 6개월 이내에 거주지 변경을 확인할 수 있는 서류(주민등록등본 또는 임차계약서) 및 이사화물의 운송내용(이동구간, 이동거리, 운송비, 적재·하차 인건비 등)을 확인할 수 있는 증빙을 제출해야 합니다(제14조②).
- 미이전 시: 부임일 또는 사옥이전 완료일의 다음 날부터 1년 이내에 정당한 사유 없이 거주지 및 이사화물을 이전하지 아니한 경우에는 이전비를 지급하지 않습니다(제14조③).
- 지급액 기준: 별표 2에 따른 실비 기준(예: 5톤 이하 실비 지급, 5톤 초과 ~7.5톤 이하의 경우 5톤 해당 실비에 초과분의 50%를 더한 금액 등)으로 지급됩니다.

참고: 위 내용은 제공된 규정 문서에 근거한 사항입니다.",,여비규정_0024|여비규정_0025|여비규정_0026|여비규정_0027|여비규정_0056,"여비규정 제14조 [여비규정_0025]
여비규정 제13조 [여비규정_0024]
여비규정 별표 2 - 이전비 지급 기준표 [여비규정_0056]","1. 여비규정_0026 (여비규정)
2. 여비규정_0025 (여비규정)
3. 여비규정_0027 (여비규정)
4. 여비규정_0034 (여비규정)
5. 여비규정_0056 (여비규정)
6. 여비규정_0024 (여비규정)","여비규정_0025 (chunk_no=25)
여비규정_0026 (chunk_no=26)
여비규정_0027 (chunk_no=27)
여비규정_0024 (chunk_no=24)
여비규정_0028 (chunk_no=28)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0055 (chunk_no=55)
여비규정_0056 (chunk_no=56)
여비규정_0023 (chunk_no=23)",4.799,17.056,21.857
외부기관에서 출장비를 일부 지원받으면 회사 출장비도 전액 받을 수 있나요?,,"핵심: 제공된 문서만으로는 확인하기 어렵습니다.

설명: 제출된 규정들에는 외부기관에 파견명령을 받은 직원에게는 사장이 따로 정하는 파견체재비를 지급한다고 규정(제17조 ④)되어 있으나, 외부기관으로부터 일부 출장비를 지원받는 경우 회사가 지급하는 출장비를 감액하거나 전액 지급하는지에 대한 명시적 규정은 없습니다. 따라서 추가 내부 지침이나 관례, 또는 사장(또는 인사/총무부서)의 별도 결정이 필요합니다.",,여비규정_0035,여비규정 제17조 [여비규정_0035],"1. 여비규정_0023 (여비규정)
2. 여비규정_0034 (여비규정)
3. 여비규정_0022 (여비규정)
4. 여비규정_0046 (여비규정)
5. 여비규정_0021 (여비규정)
6. 여비규정_0033 (여비규정)","여비규정_0022 (chunk_no=22)
여비규정_0023 (chunk_no=23)
여비규정_0024 (chunk_no=24)
여비규정_0033 (chunk_no=33)
여비규정_0034 (chunk_no=34)
여비규정_0035 (chunk_no=35)
여비규정_0021 (chunk_no=21)
여비규정_0045 (chunk_no=45)
여비규정_0046 (chunk_no=46)
여비규정_0047 (chunk_no=47)
여비규정_0020 (chunk_no=20)
여비규정_0032 (chunk_no=32)",3.776,8.772,12.55
연도 중간에 입사하면 다음 해 연차는 어떻게 계산되나요?,,"핵심: 연도 중 입사자의 다음 연도 연차휴가는 회계연도별로 부여된 연차일수와 전년도 근속기간에 비례하여 부여된 연차일수(15일 × 근속일수 / 소정근로일수)를 합산하여 산출합니다.

즉, 다음 연도의 연차 = 제4조제2항에 따른 회계연도별 부여 연차일수 + (15일 × 전년도 근속일수 ÷ 소정근로일수).

추가 계산 예시나 근속일수·소정근로일수의 정확한 산정 방법이 필요하시면 관련 규정 조항을 알려 주세요.",,연차_휴가에_관한_예규_0009,연차_휴가에_관한_예규 제4조의2 [연차_휴가에_관한_예규_0009],"1. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
2. 급여규정_0074 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 인사규정_0104 (인사규정)
5. 급여규정_0144 (급여규정)
6. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
인사규정_0103 (chunk_no=103)
인사규정_0104 (chunk_no=104)
인사규정_0105 (chunk_no=105)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
연차_휴가에_관한_예규_0007 (chunk_no=7)",4.37,10.377,14.749
육아휴직을 사용한 기간도 연차 계산할 때 출근한 것으로 보나요?,,예. 연차휴가일수 산정 시 육아 휴직기간은 출근한 것으로 본다.,,연차_휴가에_관한_예규_0016,연차_휴가에_관한_예규 제6조 [연차_휴가에_관한_예규_0016],"1. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0016 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0008 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0011 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0010 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
연차_휴가에_관한_예규_0015 (chunk_no=15)
연차_휴가에_관한_예규_0016 (chunk_no=16)
연차_휴가에_관한_예규_0017 (chunk_no=17)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0011 (chunk_no=11)",4.366,10.069,14.438
근속연수가 늘어나면 연차는 최대 며칠까지 받을 수 있나요?,,핵심: 근속연수에 따라 연차휴가는 증가하며 최대 25일입니다. 별표1에 따르면 근속연수 21년부터(그리고 23·25·27년 등 이후에도) 연차휴가일수는 25일로 규정되어 있습니다.,,연차_휴가에_관한_예규_0030,연차_휴가에_관한_예규 별표 1 - 근속년수별 연차휴가일수 산정(제4조제4항 관련) [연차_휴가에_관한_예규_0030],"1. 연차_휴가에_관한_예규_0030 (연차_휴가에_관한_예규)
2. 연차_휴가에_관한_예규_0009 (연차_휴가에_관한_예규)
3. 연차_휴가에_관한_예규_0007 (연차_휴가에_관한_예규)
4. 연차_휴가에_관한_예규_0003 (연차_휴가에_관한_예규)
5. 연차_휴가에_관한_예규_0006 (연차_휴가에_관한_예규)
6. 연차_휴가에_관한_예규_0005 (연차_휴가에_관한_예규)","연차_휴가에_관한_예규_0029 (chunk_no=29)
연차_휴가에_관한_예규_0030 (chunk_no=30)
연차_휴가에_관한_예규_0008 (chunk_no=8)
연차_휴가에_관한_예규_0009 (chunk_no=9)
연차_휴가에_관한_예규_0010 (chunk_no=10)
연차_휴가에_관한_예규_0006 (chunk_no=6)
연차_휴가에_관한_예규_0007 (chunk_no=7)
연차_휴가에_관한_예규_0002 (chunk_no=2)
연차_휴가에_관한_예규_0003 (chunk_no=3)
연차_휴가에_관한_예규_0004 (chunk_no=4)
연차_휴가에_관한_예규_0005 (chunk_no=5)",4.688,6.674,11.365
퇴직할 때 입사일 기준 연차보다 적게 부여받았다면 보상받을 수 있나요?,,"핵심: 제공된 문서만으로는 확인하기 어렵습니다.

이유: 제공된 자료에는 연차일수 계산 방식(연차_휴가에_관한_예규의 계산 규정)과 퇴직금 산정 관련 규정(퇴직금의 지급 요건 및 근속기간 계산 등)이 포함되어 있으나, ‘퇴직 시 미부여 또는 부족하게 부여된 연차에 대한 보상(금전적 보전 등)’에 관해 명시한 규정은 확인되지 않습니다. 따라서 해당 상황에서 보상 여부는 별도의 연차(휴가) 보상 관련 조항이나 취업규칙·인사규정 등 내부 세부 규정을 확인해야 합니다.

권장 조치: 귀사 인사담당자에게 문의하거나 다음 문서를 확인해 주십시오.
- 연차휴가 관련 세부 규정(연차 보상·미사용수당 관련 조항)
- 인사규정 또는 취업규칙(퇴직 시 보상 관련 조항)
- 퇴직금 관련 규정(연차 보상과 별도인지 여부 확인)

필요하시면 제가 제공된 문서들에서 연차 계산 관련 근거 문구를 찾아 요약해 드리겠습니다.",,연차_휴가에_관한_예규_0012|연차_휴가에_관한_예규_0013|연차_휴가에_관한_예규_0014|급여규정_0073|급여규정_0074,"급여규정 제34조 [급여규정_0073]
연차_휴가에_관한_예규 제5조 [연차_휴가에_관한_예규_0012]","1. 급여규정_0074 (급여규정)
2. 급여규정_0144 (급여규정)
3. 연차_휴가에_관한_예규_0013 (연차_휴가에_관한_예규)
4. 급여규정_0156 (급여규정)
5. 급여규정_0087 (급여규정)
6. 급여규정_0093 (급여규정)","급여규정_0073 (chunk_no=73)
급여규정_0074 (chunk_no=74)
급여규정_0075 (chunk_no=75)
급여규정_0143 (chunk_no=143)
급여규정_0144 (chunk_no=144)
급여규정_0145 (chunk_no=145)
연차_휴가에_관한_예규_0012 (chunk_no=12)
연차_휴가에_관한_예규_0013 (chunk_no=13)
연차_휴가에_관한_예규_0014 (chunk_no=14)
급여규정_0155 (chunk_no=155)
급여규정_0156 (chunk_no=156)
급여규정_0157 (chunk_no=157)
급여규정_0086 (chunk_no=86)
급여규정_0087 (chunk_no=87)
급여규정_0088 (chunk_no=88)
급여규정_0092 (chunk_no=92)
급여규정_0093 (chunk_no=93)
급여규정_0094 (chunk_no=94)",4.681,19.276,23.96
