문서,페이지,종류,내용
연차_휴가에_관한_예규.json,1,paragraph,"<br><p id='12' data-category='paragraph' style='font-size:16px'>1. 1개월 이상 연속하여 학술, 교육목적 국외출장 또는 국외파견교육 등을받는 경우<br>く 신설 2025.03.14 &gt;</p>"
연차_휴가에_관한_예규.json,1,paragraph,<br><p id='13' data-category='paragraph' style='font-size:18px'>2. 연도 중 군입대를 한 경우 입대 후의 미근무기간 및 복직시 군에서 근무했던 기간</p>
연차_휴가에_관한_예규.json,2,paragraph,<p id='14' data-category='paragraph' style='font-size:14px'>く 신설 2025.03.14 &gt;</p>
연차_휴가에_관한_예규.json,2,paragraph,"<br><p id='15' data-category='paragraph' style='font-size:16px'>3. 직위해제 및 대기발령 등으로 사실상 직무에 종사하지 아니한 기간 く 신설<br>2025.03.14 &gt;<br>4. 직원의 고의나 과실 없이, 기타 사실상 직무를 부여받지 못하거나 근무를 하지 않<br>은 기간으로, 제6조제2항에 해당하지 않는 경우 く 신설 2025.03.14 &gt;</p>"
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='16' data-category='paragraph' style='font-size:18px'>제4조의2(회계연도 중 입사자의 연차휴가 부여) 회계연도 중 입사자에 대하여 다음연도<br>에 발생하는 연차휴가 일수는 제4조제2항에서 정한 회계연도별로 부여된 연차일수와 전<br>년도 근속기간에 비례하여 부여된 연차일수(15일×근속일수/소정근로일수)를 합하여 산출<br>한다.</p>
연차_휴가에_관한_예규.json,2,heading1,<br><h1 id='17' style='font-size:18px'>[본조신설 2019.07.01]</h1>
연차_휴가에_관한_예규.json,2,paragraph,"<br><p id='18' data-category='paragraph' style='font-size:18px'>제5조(연차 휴가의 계산 방법) ① 제4조제3항에 따른 출근율은 출근일수/소정근로일수<br>×100(%)로 산출한다. 단, 출근율이 (0/0)인 경우 연차휴가는 부여하지 않는다.</p>"
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='19' data-category='paragraph' style='font-size:16px'>② 출근율은 사실상 근무에 종사하지 않는 기간을 제외하여 계산한다. &lt; 신설<br>2025.03.14 &gt;</p>
연차_휴가에_관한_예규.json,2,paragraph,"<br><p id='20' data-category='paragraph' style='font-size:18px'>③ 제4조제5항에 해당하는 경우에는 기초일수와 가산일수를 부여하고, 출근율에 비례하<br>여 연차일수를 계산한다. 이 경우, 소수점 첫째자리까지 반올림하여 시간 단위로 계산한<br>후 나머지는 버린다. く 신설 2025.03.14 &gt;</p>"
연차_휴가에_관한_예규.json,2,paragraph,"<br><p id='21' data-category='paragraph' style='font-size:18px'>④ 직원이 본인의 고의나 과실로 인한 강등, 정직으로 인한 처분기간 이후에 직무에 복귀<br>한 경우, 당해연도 출근율이 80% 미만인 때에는 근무일수 한 달이 도래할 때마다 연차<br>휴가를 1일씩 계산한다. く 신설 2025.03.14 &gt;</p>"
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='22' data-category='paragraph' style='font-size:18px'>⑤ 퇴직예정자의 미래설계교육 기간에는 연차휴가를 부여하지 않는다. く 신설</p>
연차_휴가에_관한_예규.json,2,heading1,<br><h1 id='23' style='font-size:14px'>2025.03.14 &gt;</h1>
연차_휴가에_관한_예규.json,2,paragraph,"<br><p id='24' data-category='paragraph' style='font-size:20px'>제6조(연차 휴가일수에의 산입) ① 「복무규정」 제16조에 따른 휴일, 공가, 특별휴가,<br>병가는 연차 휴가일수 산정에 영향을 미치지 아니한다.</p>"
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='25' data-category='paragraph' style='font-size:18px'>② 연차휴가일수 산정 시 다음 각 호의 어느 하나에 해당하는 기간은 출근한 것으로 본<br>다.</p>
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='26' data-category='paragraph' style='font-size:18px'>1. 「인사규정」 제39조제1항제5호에 따른 업무상 재해로 인한 질병 또는 부상으로<br>인한 휴직기간</p>
연차_휴가에_관한_예규.json,2,list,<br><p id='27' data-category='list' style='font-size:18px'>2. 「복무규정」 제19조제1항제2호에 따른 출산 및 유사산 휴가기간<br>3. 「인사규정」 제39조제2항제3호에 따른 육아 휴직기간</p>
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='28' data-category='paragraph' style='font-size:16px'>4. 복무규정 제19조의3에 따른 임신기근로시간단축 및 복무규정 제19조의4에 따른<br>육아기근로시간단축을 사용하여 단축된 근로시간 &lt; 신설 2025.03.14 &gt;</p>
연차_휴가에_관한_예규.json,2,paragraph,<br><p id='29' data-category='paragraph' style='font-size:18px'>③ 「인사규정」 제39조 제1항 제1호에 따른 신체·정신상의 장애로 인한 장기요양 휴직</p>
연차_휴가에_관한_예규.json,3,heading1,<h1 id='30' style='font-size:22px'>기간은 근속연수계산에 산입(算入)한다.</h1>
연차_휴가에_관한_예규.json,3,paragraph,"<br><p id='31' data-category='paragraph' style='font-size:20px'>④ 「인사규정」 제45조제4항 및 「직원명예퇴직규칙」 제7조제2항에 따른 정년 및 명예<br>퇴직 예정자의 미래설계교육 기간은 소정근로일수에서 제외한다.<br>제7조(휴가의 제출 및 허가) ① 연차휴가는 본인의 자유의사에 따라 1년 간 적치하여 사<br>용하거나 분할하여 사용할 수 있다.<br>② 연차휴가는 1일 단위로 사용하는 것을 원칙으로 하되, 업무에 지장이 없는 범위 내에<br>서 시간 단위로 분할하여 사용할 수 있다. 이 경우 8시간 연차휴가 사용은 연차휴가 1일<br>로 계산한다. く 개정 2023.02.01 &gt;<br>③ 휴가의 신청은 본인 또는 대리인이 근무상황카드에 필요한 기록사항을 기입한 후 소<br>속장에게 제출하여야 한다.<br>④ 소속장은 휴가원의 제출이 있는 경우 업무상 특별한 지장이 없는한 허가하여야 한다.<br>다만, 부득이한 사유로 휴가원을 허가할 수 없을 경우에는 1차에 한정하여 그 시기를 변<br>경할 수 있다.<br>⑤ 휴가 제출의 경우 휴가기간 중에 휴일은 휴가일수에 산입(算入)하지 않는다.<br>⑥ 제2항에 따라 시간단위연차를 사용하는 일의 근무시간은 「복무규정」 제4조에서 정한<br>정상근무시간이어야 한다. &lt; 개정 2023.02.01 &gt;<br>제8조(연차휴가의 저축 및 보상) ① 제4조에 따른 연차휴가는 전부 사용하여야 한다. 다<br>만,업무로 인하여 부득이 사용하지 못한 경우 매년 7일 이내로 최대 5년까지 저축할 수<br>있으며, 저축한도 일수는 최대 20일까지로 한다. 저축된 연차휴가는 사용하지 않을 경우<br>보상하지 않는다.<br>② 제1항에도 불구하고 직원이 퇴직 시 입사일을 기준으로 한 연차유급 휴가일수보다 회<br>계연도를 기준으로 한 연차유급 휴가일수가적을 경우 부족한 일수만큼 수당으로 보상한<br>다.</p>"
연차_휴가에_관한_예규.json,3,paragraph,<br><p id='32' data-category='paragraph' style='font-size:18px'>&lt;본조 개정 2024.08.01&gt;</p>
연차_휴가에_관한_예규.json,3,paragraph,<br><p id='33' data-category='paragraph' style='font-size:22px'>제9조(서식) 연차휴가 수당의 지급조서는 별지1호서식에 따른다.</p>
연차_휴가에_관한_예규.json,3,paragraph,<br><p id='34' data-category='paragraph' style='font-size:16px'>&lt;조 개정 2015.06.17&gt;</p>
연차_휴가에_관한_예규.json,3,paragraph,<p id='35' data-category='paragraph' style='font-size:14px'>부 칙</p>
연차_휴가에_관한_예규.json,3,list,<br><p id='36' data-category='list' style='font-size:20px'>①(시행일) 이 지침은 2004년 7월 1일부터 시행한다.<br>②(경과조치) 이 지침 시행일전에 발생한 연월차휴가에 대하여는 종전의 지침에 의한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='37' data-category='paragraph' style='font-size:16px'>부칙 (2005.01.01)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='38' data-category='paragraph' style='font-size:20px'>이 지침은 2005년 1월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='39' data-category='paragraph' style='font-size:16px'>부칙 (2005.10.21)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='40' data-category='paragraph' style='font-size:20px'>이 지침은 2005년 10월 21일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='41' data-category='paragraph' style='font-size:14px'>부칙 (2007.01.01)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='42' data-category='paragraph' style='font-size:20px'>이 지침은 2007년 1월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='43' data-category='paragraph' style='font-size:14px'>부칙 (2007.10.23)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='44' data-category='paragraph' style='font-size:20px'>이 지침은 2007년 10월 23일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='45' data-category='paragraph' style='font-size:14px'>부칙 (2008.03.21)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='46' data-category='paragraph' style='font-size:20px'>이 지침은 2008년 3월 21일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='47' data-category='paragraph' style='font-size:14px'>부칙 (2009.12.07)</p>
연차_휴가에_관한_예규.json,4,paragraph,"<br><p id='48' data-category='paragraph' style='font-size:20px'>이 지침은 2009년 12월 7일부터 시행한다. 다만, 제6조제4항은 2007년 1월 1일 이후<br>발생한 연차수당분부터 적용한다.</p>"
연차_휴가에_관한_예규.json,4,paragraph,<p id='49' data-category='paragraph' style='font-size:14px'>부칙 (2013.01.25)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='50' data-category='paragraph' style='font-size:20px'>이 규칙은 2013년 1월 25일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='51' data-category='paragraph' style='font-size:14px'>부칙 (2013.10.18)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='52' data-category='paragraph' style='font-size:20px'>이 지침은 2013년 10월 18일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='53' data-category='paragraph' style='font-size:14px'>부칙 (2015.01.01)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='54' data-category='paragraph' style='font-size:20px'>이 지침은 2015년 1월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='55' data-category='paragraph' style='font-size:14px'>부칙 (2015.06.17)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='56' data-category='paragraph' style='font-size:20px'>이 지침은 2015년 6월 17일부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='57' data-category='paragraph' style='font-size:14px'>부칙 (2018.01.10)</p>
연차_휴가에_관한_예규.json,4,paragraph,"<br><p id='58' data-category='paragraph' style='font-size:20px'>이 지침은 2018년 1월 10일부터 시행하되, 2018년 1월 1일부터 적용한다.</p>"
연차_휴가에_관한_예규.json,4,paragraph,<p id='59' data-category='paragraph' style='font-size:14px'>부칙 (2018.05.29)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='60' data-category='paragraph' style='font-size:20px'>이 규정은 2018년 5월 29일 부터 시행한다.</p>
연차_휴가에_관한_예규.json,4,paragraph,<p id='61' data-category='paragraph' style='font-size:14px'>부칙 (2019.07.01)</p>
연차_휴가에_관한_예규.json,4,paragraph,<br><p id='62' data-category='paragraph' style='font-size:20px'>제1조 (시행일) 이 규정은 2019년 7월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,5,paragraph,<p id='63' data-category='paragraph' style='font-size:18px'>제2조 (적용례) 제4조의2 개정규정은 2017년 5월 30일이후 입사자부터 적용한다.</p>
연차_휴가에_관한_예규.json,5,paragraph,<p id='64' data-category='paragraph' style='font-size:14px'>부칙 (2022.10.20)</p>
연차_휴가에_관한_예규.json,5,paragraph,<br><p id='65' data-category='paragraph' style='font-size:18px'>이 규정은 2022년 10월 20일 부터 시행한다.</p>
연차_휴가에_관한_예규.json,5,paragraph,<p id='66' data-category='paragraph' style='font-size:14px'>부칙 (2023.02.01)</p>
연차_휴가에_관한_예규.json,5,paragraph,<br><p id='67' data-category='paragraph' style='font-size:18px'>이 예규는 2023년 7월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,5,paragraph,<p id='68' data-category='paragraph' style='font-size:14px'>부칙 (2024.08.01)</p>
연차_휴가에_관한_예규.json,5,paragraph,<br><p id='69' data-category='paragraph' style='font-size:18px'>이 예규는 2024년 8월 1일부터 시행한다.</p>
연차_휴가에_관한_예규.json,5,paragraph,<p id='70' data-category='paragraph' style='font-size:14px'>부칙 (2025.03.14)</p>
연차_휴가에_관한_예규.json,5,paragraph,"<br><p id='71' data-category='paragraph' style='font-size:18px'>이 예규는 2025년 3월 14일부터 시행한다. 다만, 제4조, 제5조, 제6조의 개정규정은<br>2025년 1월 1일부터 시행한다.</p>"
연차_휴가에_관한_예규.json,6,paragraph,<p id='72' data-category='paragraph' style='font-size:18px'>[별표 1]</p>
연차_휴가에_관한_예규.json,6,heading1,<h1 id='73' style='font-size:20px'>근속년수별 연차휴가일수 산정(제4조제4항 관련)</h1>
연차_휴가에_관한_예규.json,6,table,<table id='74' style='font-size:16px'><thead><tr><td>근속년수</td><td>연차휴가</td></tr></thead><tbody><tr><td>1년</td><td>15일</td></tr><tr><td>3년</td><td>16일</td></tr><tr><td>5년</td><td>17일</td></tr><tr><td>7년</td><td>18일</td></tr><tr><td>9년</td><td>19일</td></tr><tr><td>11년</td><td>20일</td></tr><tr><td>13년</td><td>21일</td></tr><tr><td>15년</td><td>22일</td></tr><tr><td>17년</td><td>23일</td></tr><tr><td>19년</td><td>24일</td></tr><tr><td>21년</td><td>25일</td></tr><tr><td>23년</td><td>25일</td></tr><tr><td>25년</td><td>25일</td></tr><tr><td>27년</td><td>25일</td></tr></tbody></table>
연차_휴가에_관한_예규.json,6,paragraph,<p id='75' data-category='paragraph' style='font-size:14px'>※ 80퍼센트 이상 출근자 기준</p>
연차_휴가에_관한_예규.json,7,paragraph,<p id='76' data-category='paragraph' style='font-size:18px'>[별지 1호서식]</p>
연차_휴가에_관한_예규.json,7,heading1,<h1 id='77' style='font-size:20px'>연차 휴가수당 지급 조서(제9조 관련)</h1>
연차_휴가에_관한_예규.json,7,paragraph,<p id='78' data-category='paragraph' style='font-size:14px'>확인자: 직 · 성명 (인)<br>작성자: 직 · 성명 (인)</p>
연차_휴가에_관한_예규.json,7,table,"<table id='79' style='font-size:16px'><thead><tr><td rowspan=""2"">구분 일련 번호</td><td rowspan=""2"">성 명</td><td rowspan=""2"">입사일</td><td rowspan=""2"">직 · 급호</td><td colspan=""3"">연 차 일 수</td><td rowspan=""2"">연차 사용일수 (B)</td><td rowspan=""2"">연차수당 지급일수 (A-B)</td><td rowspan=""2"">연차수당 지 급 액</td><td rowspan=""2"">영수인</td></tr><tr><td>연차</td><td>가산 일수</td><td>계 (A)</td></tr></thead><tbody><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr><tr><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td><td></td></tr></tbody></table>"
인사규정.json,1,paragraph,<p id='0' data-category='paragraph' style='font-size:22px'>인사규정</p>
인사규정.json,1,paragraph,<br><p id='1' data-category='paragraph' style='font-size:14px'>제70차개정 2026-04-01</p>
인사규정.json,1,paragraph,<p id='2' data-category='paragraph' style='font-size:14px'>제1장 총 칙</p>
인사규정.json,1,paragraph,<p id='3' data-category='paragraph' style='font-size:18px'>제1조(목적) 이 규정은 「한국국토정보공사 정관」 제28조에 따라 한국국토정보공사직원<br>의 인사에 관한 기준을 정하여 공정하고 합리적인 관리운영을 위하여 필요한 사항을 규<br>정함을 목적으로 한다.</p>
인사규정.json,1,heading1,<br><h1 id='4' style='font-size:16px'>&lt;조 개정 2025.12.31&gt;</h1>
인사규정.json,1,paragraph,<br><p id='5' data-category='paragraph' style='font-size:18px'>제2조(적용범위) 한국국토정보공사직원(이하 &#34;직원&#34;이라 한다)의 인사관리는 법령 또는<br>다른 규정에 특별히 정한 경우를 제외하고는 이 규정이 정하는 바에 따른다.</p>
인사규정.json,1,paragraph,<br><p id='6' data-category='paragraph' style='font-size:16px'>&lt;조 개정 2025.12.31&gt;</p>
인사규정.json,1,paragraph,<br><p id='7' data-category='paragraph' style='font-size:20px'>제3조(정의) 이 규정에서 사용하는 용어의 뜻은 다음과 같다.</p>
인사규정.json,1,list,"<br><p id='8' data-category='list' style='font-size:18px'>1. &#34;직위&#34;란 1명의 직원에게 부여할 수 있는 직무와 책임을 말한다.<br>2. &#34;직급&#34;이란 직무의 종류, 곤란성과 책임도가 상당히 유사한 직위의 군을 말한다.<br>3. &#34;임용&#34;이란 신규채용, 승진, 전직, 전보, 강임, 휴직, 직위해제, 복직, 겸직, 파견, 겸<br>무, 정직, 강등, 해임, 면직 및 파면을 말한다.<br>4. &#34;강임&#34;이란 동일한 직렬내에서의 하위의 직급에 임명하거나 하위직급이 없어 다른<br>직렬의 하위직급으로 임명하는 것을 말한다.<br>5. &#34;전직&#34;이란 직렬을 달리하는 임명을 말한다.<br>6. &#34;전보&#34;란 동일한 직급내에서의 보직변경을 말한다.<br>7. &#34;복직&#34;이란 휴직 및 직위해제중에 있는 직원을 직위에 복귀시키는 것을 말한다.<br>8. &#34;추서(追敍 : 죽은 후 서훈)&#34;란 사망한 자를 사망 당시의 직급보다 상위의 직급으<br>로 임용하는 것을 말한다.<br>9. &#34;직렬&#34;이란 직무의 종류가 유사하고 그 책임과 곤란성의 정도가 상이한 직급의 군<br>을 말한다.<br>10. &#34;승진&#34;이란 상위직급으로 임용하는 것을 말한다.<br>11. &#34;보직&#34;이란 직원에게 일정한 직위를 부여하는 것을 말한다.<br>12. &#34;직류&#34;란 같은 직렬 내에서 담당분야가 같은 직무의 군을 말한다. &lt; 신설</p>"
인사규정.json,1,paragraph,<br><p id='9' data-category='paragraph' style='font-size:14px'>2025.12.31 &gt;</p>
인사규정.json,1,footer,<footer id='10' style='font-size:16px'>제2장 인사위원회</footer>
인사규정.json,2,paragraph,"<p id='11' data-category='paragraph' style='font-size:18px'>제4조(구성) ① 공정한 인사관리를 위하여 본사·국토정보교육원·공간정보연구원 및 지역<br>본부에 인사위원회를 둔다.<br>② 본사에 두는 인사위원회는 중앙인사위원회, 보통인사위원회로 구분하고 다음 각 호의<br>위원으로 구성하되, 제1호에서는 부사장이, 제2호에서는 경영지원본부장이 각각 위원장이<br>된다.</p>"
인사규정.json,2,heading1,<br><h1 id='12' style='font-size:14px'>1. 중앙인사위원회</h1>
인사규정.json,2,paragraph,"<br><p id='13' data-category='paragraph' style='font-size:18px'>가. 부사장, 기획혁신본부장, 지적사업본부장, 공간정보본부장, 경영지원본부장<br>나. 부설기관장, 지역본부장 중 인사위원회 개최 전 사장이 지명하는 2명. 다만, 제<br>5조제1항에 따른 승진 관련 인사위원회에서는 5명으로 한다.</p>"
인사규정.json,2,heading1,<br><h1 id='14' style='font-size:14px'>2. 보통인사위원회</h1>
인사규정.json,2,paragraph,"<br><p id='15' data-category='paragraph' style='font-size:18px'>가. 경영지원본부장<br>나. 본사, 부설기관 소속 실·처·부장 중 인사위원회 개최 전 사장이 지명하는 5명.<br>다만, 제5조제2항에 따른 승진 관련 인사위원회에서는 8명으로 한다.</p>"
인사규정.json,2,paragraph,"<br><p id='16' data-category='paragraph' style='font-size:18px'>③ 부설기관에 두는 인사위원회는 다음 각 호의 위원으로 구성하되, 직제상 선임부서장이<br>위원장이 된다.</p>"
인사규정.json,2,list,<br><p id='17' data-category='list' style='font-size:14px'>1. 각 부서장<br>2. 부설기관장이 지명하는 4급 이상 직원 3명</p>
인사규정.json,2,paragraph,"<br><p id='18' data-category='paragraph' style='font-size:18px'>④ 지역본부에 두는 인사위원회는 다음 각 호의 위원으로 구성하되, 인사위원회 개최 전<br>지역본부장이 지명하는 자가 위원장이 된다.</p>"
인사규정.json,2,list,"<br><p id='19' data-category='list' style='font-size:18px'>1. 각 부서장<br>2. 지역본부장이 지명하는 단장·지사장 중 3명. 다만, 제주지역본부는 2명으로 한다.</p>"
인사규정.json,2,paragraph,"<br><p id='20' data-category='paragraph' style='font-size:18px'>⑤ 인사위원회 구성 시 외부위원을 위촉할 수 있다. 다만, 다음 각 호에 따른 인사위원회<br>를 구성하는 때에는 각 호에서 정한 기준에 따라 외부위원을 위촉하여야 하고, 이때 인사<br>위원회는 총 7명으로 구성한다. く 개정 2025.12.31 &gt;</p>"
인사규정.json,2,paragraph,<br><p id='21' data-category='paragraph' style='font-size:14px'>1. 징계 관련 인사위원회는 위원(위원장을 제외한다) 정수의 2분의 1 이상 く 개정<br>2025.12.31 &gt;</p>
인사규정.json,2,paragraph,<br><p id='22' data-category='paragraph' style='font-size:18px'>2. 「직원채용업무처리규칙」 제30조제6항에 따른 위원회는 1명 이상</p>
인사규정.json,2,paragraph,"<br><p id='23' data-category='paragraph' style='font-size:18px'>⑥ 제5항제1호에 따른 성비위 징계 관련 인사위원회에는 피해자와 같은 성별의 위원이<br>위원장을 제외한 총 위원 수의 3분의 1 이상 포함되어야 한다.<br>⑦ 제5항에서 정한 외부위원의 자격, 참여범위 및 임기 등 필요한 사항은 사장이 따로<br>정한다.<br>제5조(기능) ① 중앙인사위원회는 다음 각 호의 사항을 심의한다.</p>"
인사규정.json,2,paragraph,"<br><p id='24' data-category='paragraph' style='font-size:18px'>1. 3급 이상 직원, 채용형 인턴의 채용계획 수립 및 합격자 결정</p>"
인사규정.json,3,paragraph,"<p id='25' data-category='paragraph' style='font-size:16px'>2. 3급 이상 직원의 전직, 강임<br>3. 1급 내지 4급으로의 승진<br>4. 4급 이상 직원의 징계<br>5. &lt;삭제 2025.12.31&gt;<br>6. 정부포상( 「상훈법」 에 따른 훈장·포장, 「정부 표창 규정」 에 따른 대통령표창,</p>"
인사규정.json,3,list,<br><p id='26' data-category='list' style='font-size:14px'>국무총리표창을 말한다) く 개정 2025.12.31 &gt;<br>7. 그 밖에 임용권자가 회의에 부치는 사항</p>
인사규정.json,3,paragraph,<br><p id='27' data-category='paragraph' style='font-size:18px'>② 보통인사위원회는 다음 각 호의 사항을 심의한다.</p>
인사규정.json,3,list,"<br><p id='28' data-category='list' style='font-size:16px'>1. 4급 이하 직원의 채용계획 수립·합격자 결정, 전직, 강임 く 개정 2025.12.31 &gt;<br>2. 5급 및 6급으로의 승진<br>3. 5급 이하 직원의 징계<br>4. 장관표창 및 사장표창 &lt; 개정 2025.12.31 &gt;<br>5. 그 밖에 임용권자가 회의에 부치는 사항</p>"
인사규정.json,3,paragraph,<br><p id='29' data-category='paragraph' style='font-size:18px'>③ 부설기관 및 지역본부 인사위원회는 제8조제1항 단서에 따라 위임받은 사항에 한하여<br>다음 각 호의 사항을 심의한다.</p>
인사규정.json,3,list,"<br><p id='30' data-category='list' style='font-size:14px'>1. 승진, 전직, 강임, 표창 く 개정 2025.12.31 &gt;<br>2. 그 밖에 임용권자가 회의에 부치는 사항</p>"
인사규정.json,3,paragraph,"<br><p id='31' data-category='paragraph' style='font-size:18px'>④ 제1항부터 제3항까지에도 불구하고 관할 인사위원회가 둘 이상이 되는 경우, 업무상<br>필요한 경우 등에는 중앙인사위원회 또는 보통인사위원회에서 함께 심의할 수 있다.<br>제6조(의사진행방법) ① 인사위원회는 위원장이 소집한다. く 개정 2024.11.01 &gt;</p>"
인사규정.json,3,paragraph,"<br><p id='32' data-category='paragraph' style='font-size:18px'>② 인사위원회는 재적위원 3분의 2이상의 출석으로 개의하고, 출석위원 과반수 찬성으로<br>의결한다. 다만, 제척 및 기피된 위원이 있는 때에는 그 수만큼을 재적위원에서 제외한<br>다. く 개정 2024.11.01 &gt;<br>③ 위원장이 부득이한 사유로 직무를 수행할 수 없을 때에는 「직제규정」 의 정한 순서<br>에 따라 그 직무를 대행한다.<br>④ 인사위원회 위원이 다음 각 호의 어느 하나에 해당하는 경우에는 해당 안건의 심의에<br>서 제척된다. 이때 인사위원회는 직권 또는 심의·의결 대상자의 신청에 따라 제척 여부를<br>결정한다. く 개정 2024.11.01 &gt;</p>"
인사규정.json,3,paragraph,"<br><p id='33' data-category='paragraph' style='font-size:18px'>1. 위원 본인 또는 그 배우자나 배우자였던 사람이 해당 안건의 당사자인 경우<br>2. 위원이 해당 안건의 당사자와 친족관계에 있거나 있었던 경우<br>3. 그밖에 위원이 해당 안건과 직접적인 이해관계가 있거나, 인사위원회에서 기피 사<br>유가 인정되는 경우 &lt; 개정 2024.11.01 &gt;</p>"
인사규정.json,3,list,<br><p id='34' data-category='list'></p>
인사규정.json,3,paragraph,<br><p id='35' data-category='paragraph' style='font-size:20px'>⑤ 심의·의결 대상자는 인사위원회 위원에게 공정한 심의·의결을 기대하기 어려운 사정이</p>
인사규정.json,4,paragraph,"<p id='36' data-category='paragraph' style='font-size:20px'>있는 경우에는 인사위원회에 기피 신청을 할 수 있고, 인사위원회는 의결로 기피 여부를<br>결정한다. 이 경우 기피 신청의 대상이 되는 위원은 그 의결에 참여하지 못한다. く 개정<br>2024.11.01 &gt;</p>"
인사규정.json,4,paragraph,<br><p id='37' data-category='paragraph' style='font-size:20px'>⑥ 인사위원회의 위원은 제4항 또는 제5항에 따른 제척사유 또는 기피 사유에 해당하는<br>것을 알게 되었을 때에는 당해 심의·의결에서 회피할 수 있다. 이 경우 회피하려는 위원<br>은 위원장에게 그 사유를 서면으로 소명하여야 한다. く 개정 2024.11.01 &gt;<br>제7조(실비변상) 인사위원회의 회의에 참석하는 외부위원에게는 예산의 범위내에서 수당<br>및 여비를 지급할 수 있다.</p>
인사규정.json,4,heading1,<br><h1 id='38' style='font-size:14px'>&lt;조 개정 2024.11.01&gt;</h1>
인사규정.json,4,heading1,<h1 id='39' style='font-size:14px'>제3장 신규채용</h1>
인사규정.json,4,paragraph,"<p id='40' data-category='paragraph' style='font-size:20px'>제8조(임용권) ① 직원은 사장이 임용한다. 다만, 임용 중 신규채용, 징계 및 국토정보직<br>4급 이상으로의 승진을 제외한 다음의 각 호에 정하는 권한은 부설기관장 및 지역본부장<br>에게 위임한다. く 개정 2026.04.01 &gt;</p>"
인사규정.json,4,paragraph,"<br><p id='41' data-category='paragraph' style='font-size:20px'>1. 소속직원의 기관 내 전보·파견 및 피교육자 입교명령<br>2. 국토정보직 3급 이하(직제규정 제7조에 따른 보직이 없는 경우를 말한다), 기능직<br>및 보조직 직원의 임용. 다만, 임용 중 신규채용 및 징계는 제외한다.<br>3. &lt;삭제 2025.12.31&gt;<br>4. &lt;삭제 2025.12.31&gt;</p>"
인사규정.json,4,heading1,<br><h1 id='42' style='font-size:16px'>② &lt;삭제 2025.12.31&gt;</h1>
인사규정.json,4,paragraph,<br><p id='43' data-category='paragraph' style='font-size:20px'>제9조(임용의 시기) ① 직원은 임용장 또는 인사발령통지서에 기록된 일자에 임용된 것<br>으로 본다. く 개정 2018.12.31 &gt;<br>② 임용장 또는 인사발령통지서가 임용일까지 임용되는 자에게 도달될 수 있도록 발령하<br>여야 한다.<br>제10조(소급임용의 금지) 다음 각 호의 어느 하나에 해당하는 경우를 제외하고는 직원의<br>임용은 그 일자를 소급하여서는 아니된다.</p>
인사규정.json,4,paragraph,<br><p id='44' data-category='paragraph' style='font-size:16px'>1. 사망한 때 그 사망일을 임용일자로 하여 면직하는 경우 또는 그 사망 전일을 임용<br>일자로 하여 추서하는 경우<br>2. 형사사건으로 기소된 때 그 기소된 날을 임용일자로 하여 직위해제하는 경우</p>
